text,label,flag_words
"දේශපාලකයන් කුඩා පිරිසක් සතියකට වරක් වගේ අධික වේගයෙන් වගේ පෙනෙන්න පුළුවන්, නමුත් බහුතරය එහෙම නෙවෙයි.",NORMAL,
පොලිස් නිලධාරීන් ගැන කතා කරනකොට සාක්ෂි/දත්ත බලන්න ඕන. නමුත් හැමෝම එහෙම නෙවෙයි.,NORMAL,
පොලිස් නිලධාරීන් පසුගිය කාලේදී අවධානය අඩු වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්. හැබැයි හැමෝම ඒකට අයිති නෑ.,NORMAL,
"දේශපාලකයන් ඇතුලේ කෙනෙක් කියනවා පිටරටවලින් මුදල් ගන්නවා, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,ඇතුලේ කෙනෙක්
"කාර්ය මණ්ඩලය කීප දෙනෙක් අවස්ථා කිහිපයකදී අපැහැදිලි වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්, නමුත් හැමෝම එහෙම නෙවෙයි.",NORMAL,
ඔය කණ්ඩායම කරන වැඩෙන් මිනිස්සුන්ට අමාරු කරනවා. ආයෙම කරන්නේ නැතුව ඉන්න! නෙමෙයිද?,HATE,
පුවත් ආයතන ගැන ලෙඩක් හදාගෙන මිනිස්සු බය කරනවා ඇතුලේ කෙනෙක් කියනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,ඇතුලේ කෙනෙක්
වෛද්‍යවරුන් ගැන ලෙඩක් හදාගෙන මිනිස්සු බය කරනවා ගොඩක් අය කියනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,
යූටියුබර්ලා ගැන පිටරටවලින් මුදල් ගන්නවා ඇතුලේ කෙනෙක් කියනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,ඇතුලේ කෙනෙක්
"බ්ලොග් ලියන අය ගැන අදහස් වෙනස් වෙන්න පුළුවන්, නමුත් හැමෝම එහෙම නෙවෙයි.",NORMAL,
"පුවත් ආයතන ඇතැම් සතියකට වරක් වගේ අධික වේගයෙන් වගේ ලගාවෙන් බලද්දි වෙනස් වෙන්න පුළුවන්, හැබැයි හැමෝම ඒකට අයිති නෑ.",NORMAL,
"රාජ්‍ය සේවකයන් ඇතැම් අවස්ථාවල වැඩි වගකීම වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
ඔයාලා කරන වැඩෙන් මිනිස්සුන්ට අමාරු කරනවා. දැන්ම හදාගන්න! ඒකයි.,HATE,
ඔය admin ලා හරිම හරිම අප්පිරියයි නේද? මොළේ යොදාගන්න!,HATE,අප්පිරියයි
"රාජ්‍ය සේවකයන් සතියකට වරක් වගේ වැඩි පාරදර්ශිතාව වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
ඔය ටීම් එක ඇත්තටම අසාර්ථකයි. නවත්තන්න! ඒකයි.,HATE,නවත්තන්න
ඔය admin ලා කියන දේ අහන්නත් අමාරුයි. බොහොම අසාර්ථකයි. මොළේ යොදාගන්න! හරිද?,HATE,අමාරුයි
යූටියුබර්ලා අදාල තත්ත්වය අනුව අවධානය අඩු වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්. හැබැයි හැමෝම ඒකට අයිති නෑ.,NORMAL,
"පුවත් ආයතන සමහර මේ දවස්වල අසමතුලිත වගේ ලගාවෙන් බලද්දි වෙනස් වෙන්න පුළුවන්, ඒත් හැමෝම එහෙම නෙවෙයි.",NORMAL,
ඔය සෙට් එක හැමදාම මෙහෙමයි: වගකීමක් නෑ. මිනිස්සුන්ට අමාරු කරනවා දැන් බලන්න.,HATE,
"ගුරුවරුන් කියනවා පිටරටවලින් මුදල් ගන්නවා, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,
"රාජ්‍ය සේවකයන් කුඩා පිරිසක් අදාල තත්ත්වය අනුව අවධානය අඩු වගේ අඩුපාඩු පේන්න පුළුවන්, නමුත් හැමෝම එහෙම නෙවෙයි.",NORMAL,
"රාජ්‍ය සේවකයන් අදාල තත්ත්වය අනුව වැඩි ආචාරධර්ම වැඩිපුර තබාගන්න ඕන, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
ඔය ටීම් එක ඇත්තටම ඇත්තටම නරකයි. මොළේ යොදාගන්න!,HATE,
සමාජ මාධ්‍ය පරිශීලකයන් වෙන වෙන වෙලාවට අධික වේගයෙන් වගේ වගේ හැඟෙන්න පුළුවන්. හැබැයි හැමෝම ඒකට අයිති නෑ.,NORMAL,
"පුවත් ආයතන කුඩා පිරිසක් ඇතැම් අවස්ථාවල අපැහැදිලි වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්, හැබැයි හැමෝම ඒකට අයිති නෑ.",NORMAL,
ඔය පිරිස හරිම ඇත්තටම නරකයි. මොළේ යොදාගන්න! නෙමෙයිද?,HATE,
"වෘත්තීයවේදීන් හෙළිවුණා කියලා කියනවා බේරාගන්න නීති රහසේ වෙනස් කරනවා, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,"රහසේ, හෙළිවුණා"
"කාර්ය මණ්ඩලය කීප දෙනෙක් අවස්ථා කිහිපයකදී අසමතුලිත වගේ අඩුපාඩු පේන්න පුළුවන්, නමුත් බහුතරය එහෙම නෙවෙයි.",NORMAL,
"කාර්ය මණ්ඩලය කිහිපදෙනෙක් කාලෙකට කාලෙට පක්ෂපාති වගේ ලගාවෙන් බලද්දි වෙනස් වෙන්න පුළුවන්, නමුත් බහුතරය එහෙම නෙවෙයි.",NORMAL,
"පුවත් ආයතන ගැන අදහස් වෙනස් වෙන්න පුළුවන්, ඒත් හැමෝම එකම විදිය නෑ.",NORMAL,
"හෙළිවුණා කියලා කියනවා පුවත් ආයතන පිටරටවලින් මුදල් ගන්නවා කියලා, මමත් තහවුරු කරලා නැහැ.",DISINFO,හෙළිවුණා
ඔයාලාට ලජ්ජා නැද්ද? මෙහෙම කරන්නේ හරිම අප්පිරියයි,HATE,අප්පිරියයි
කණ්ඩායම් නායකයෝ මේ දවස්වල පක්ෂපාති වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්. හැබැයි හැමෝම ඒකට අයිති නෑ.,NORMAL,
යූටියුබර්ලා කාලෙකට කාලෙට අසමතුලිත වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්. නමුත් බහුතරය එහෙම නෙවෙයි.,NORMAL,
යූටියුබර්ලා කාලෙකට කාලෙට අසමතුලිත වගේ පෙනෙන්න පුළුවන්. ඒත් හැමෝම එකම විදිය නෑ.,NORMAL,
"වෛද්‍යවරුන් අතුරින් කිහිපය පසුගිය කාලේදී අපැහැදිලි වගේ ලගාවෙන් බලද්දි වෙනස් වෙන්න පුළුවන්, නමුත් හැමෝම එහෙම නෙවෙයි.",NORMAL,
ඔයා බොරුව දැන් බලන්න.,HATE,බොරුව
වෛද්‍යවරුන් අවස්ථා කිහිපයකදී අපැහැදිලි වගේ වගේ හැඟෙන්න පුළුවන්. නමුත් හැමෝම එහෙම නෙවෙයි.,NORMAL,
වෛද්‍යවරුන් පසුගිය කාලේදී අධික වේගයෙන් වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්. නමුත් බහුතරය එහෙම නෙවෙයි.,NORMAL,
ඔයා හරිම ලජ්ජාවක්. ආයෙම කරන්නේ නැතුව ඉන්න! දැන් බලන්න.,HATE,
"වෛද්‍යවරුන් කිහිපදෙනෙක් ඇතැම් අවස්ථාවල අඩු සාක්ෂි වගේ වගේ හැඟෙන්න පුළුවන්, නමුත් බහුතරය එහෙම නෙවෙයි.",NORMAL,
රාජ්‍ය සේවකයන් සතියකට වරක් වගේ පක්ෂපාති වගේ වගේ හැඟෙන්න පුළුවන්. නමුත් බහුතරය එහෙම නෙවෙයි.,NORMAL,
"ගුරුවරුන් කතාවක් යනවා රහසේ පාලනයක් තියෙනවා, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,"රහසේ, පාලනයක්"
"යූටියුබර්ලා කීප දෙනෙක් අවස්ථා කිහිපයකදී පක්ෂපාති වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්, එහෙම කියලා හැමෝම නෑ.",NORMAL,
ඔය පාලකයෝ හැමදාම මෙහෙමයි: වැඩකට නැහැ. වෙන අයට හානියක් කරනවා හරිද?,HATE,
ගුරුවරුන් අවස්ථා කිහිපයකදී අතිශය සරල වගේ අඩුපාඩු පේන්න පුළුවන්. ඒත් හැමෝම එහෙම නෙවෙයි.,NORMAL,
"දේශපාලකයන් ප්‍රතිඵල අගය වෙනස් කරලා ජයගන්නවා හෙළිවුණා කියලා කියනවා, නමුත් නිල තොරතුරු නැහැ.",DISINFO,හෙළිවුණා
වෘත්තීයවේදීන් අදාල තත්ත්වය අනුව අඩු සාක්ෂි වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්. නමුත් බහුතරය එහෙම නෙවෙයි.,NORMAL,
"ටික්ටොක්කර්ලා කීප දෙනෙක් සතියකට වරක් වගේ පක්ෂපාති වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්, ඒත් හැමෝම එහෙම නෙවෙයි.",NORMAL,
"දේශපාලකයන් අතුරින් කිහිපය පසුගිය කාලේදී අතිශය සරල වගේ ලගාවෙන් බලද්දි වෙනස් වෙන්න පුළුවන්, හැබැයි හැමෝම ඒකට අයිති නෑ.",NORMAL,
ඔය ටීම් එක හැමදාම මෙහෙමයි: වැඩකට නැහැ. බොරුව පතුරවනවා දැන් බලන්න.,HATE,"බොරුව, පතුරවනවා"
මිනිස්සු කියන විදියට දේශපාලකයන් ප්‍රතිඵල අගය වෙනස් කරලා ජයගන්නවා. සාක්ෂි දාලා නැහැ.,DISINFO,
ඔය කණ්ඩායම අතිශය වැඩකට නැහැ නේද? නවත්තන්න! නෙමෙයිද?,HATE,නවත්තන්න
ඔය admin ලා අන්ධ හැසිරීම හරිද?,HATE,
"කතාවක් යනවා පොලිස් නිලධාරීන් ප්‍රතිඵල අගය වෙනස් කරලා ජයගන්නවා කියලා, මමත් තහවුරු කරලා නැහැ.",DISINFO,
මිනිස්සු කියන විදියට ටික්ටොක්කර්ලා ප්‍රතිඵල අගය වෙනස් කරලා ජයගන්නවා. සාක්ෂි දාලා නැහැ.,DISINFO,
වෛද්‍යවරුන් ගැන කතා කරනකොට සාක්ෂි/දත්ත බලන්න ඕන. නමුත් හැමෝම එහෙම නෙවෙයි.,NORMAL,
වෛද්‍යවරුන් ගැන කතා කරනකොට සාක්ෂි/දත්ත බලන්න ඕන. නමුත් බහුතරය එහෙම නෙවෙයි.,NORMAL,
ඔය පාලකයෝ හැමදාම මෙහෙමයි: කට්ට කාලයක් නාස්ති. වෙන අයට හානියක් කරනවා ඒකයි.,HATE,
ඔය පාලකයෝ කරන වැඩෙන් වෙන අයට හානියක් කරනවා. නවත්තන්න! ඒකයි.,HATE,නවත්තන්න
රාජ්‍ය සේවකයන් වෙන වෙන වෙලාවට අපැහැදිලි වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්. නමුත් බහුතරය එහෙම නෙවෙයි.,NORMAL,
"ගුරුවරුන් වෙන වෙන වෙලාවට වැඩි දත්ත/සාක්ෂි සමඟ වැඩිපුර පැහැදිලි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
"රාජ්‍ය සේවකයන් කියනවා සියල්ලම නියම කරන්නේ එක රහස් කණ්ඩායමක්, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,රහස්
මිනිස්සු කියන විදියට මාධ්යවේදීන් පිටරටවලින් මුදල් ගන්නවා. සාක්ෂි දාලා නැහැ.,DISINFO,
මිනිස්සු කියන විදියට දේශපාලකයන් පිටරටවලින් මුදල් ගන්නවා. සාක්ෂි දාලා නැහැ.,DISINFO,
"මාධ්යවේදීන් සතියකට වරක් වගේ වැඩි පාරදර්ශිතාව වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
"රාජ්‍ය සේවකයන් අතුරින් කිහිපය අලුත් ප්‍රවණතාවයක් වෙලා අධික වේගයෙන් වගේ පෙනෙන්න පුළුවන්, නමුත් හැමෝම එහෙම නෙවෙයි.",NORMAL,
"දේශපාලකයන් ඇතැම් අවස්ථාවල වැඩි නිවැරදි කිරීමක් (correction) දාන්න ඕන, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
එයාලා හරිම වැඩකට නැහැ නේද? කඩිනම්ව වෙනස් වෙන්න!,HATE,
"ගුරුවරුන් කිහිපදෙනෙක් සතියකට වරක් වගේ අපැහැදිලි වගේ අඩුපාඩු පේන්න පුළුවන්, නමුත් බහුතරය එහෙම නෙවෙයි.",NORMAL,
ගුරුවරුන් ගැන දත්ත මාරු කරලා ප්‍රතිඵල වෙනස් කරනවා කතාවක් යනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,
ඔයා හදවතින්ම අසභ්‍ය වැඩ. දැන්ම හදාගන්න! දැන් බලන්න.,HATE,
"මාධ්යවේදීන් කිහිපදෙනෙක් කාලෙකට කාලෙට අසමතුලිත වගේ ලගාවෙන් බලද්දි වෙනස් වෙන්න පුළුවන්, ඒත් හැමෝම එකම විදිය නෑ.",NORMAL,
"යූටියුබර්ලා රහසේ මොකක්හරි කරනවා ඇතුලේ කෙනෙක් කියනවා, නමුත් පරීක්ෂා කරලා නැහැ.",DISINFO,"රහසේ, ඇතුලේ කෙනෙක්"
"සමාජ මාධ්‍ය පරිශීලකයන් සියල්ලම නියම කරන්නේ එක රහස් කණ්ඩායමක් ගොඩක් අය කියනවා, නමුත් නිල තොරතුරු නැහැ.",DISINFO,රහස්
ඔයාලා හරිම කට්ට කාලයක් නාස්ති. දැන්ම හදාගන්න! දැන් බලන්න.,HATE,
ඔය ටීම් එක කරන වැඩෙන් බොරුව පතුරවනවා. වගකීම ගන්න! නෙමෙයිද?,HATE,"බොරුව, පතුරවනවා"
සමාජ මාධ්‍ය පරිශීලකයන් කාලෙකට කාලෙට අතිශය සරල වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්. ඒත් හැමෝම එහෙම නෙවෙයි.,NORMAL,
"වෘත්තීයවේදීන් ඇතැම් සමහර වෙලාවට අවධානය අඩු වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්, හැබැයි හැමෝම ඒකට අයිති නෑ.",NORMAL,
"පුවත් ආයතන කාලෙකට කාලෙට වැඩි වගකීම වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
සමාජ මාධ්‍ය පරිශීලකයන් පසුගිය කාලේදී අඩු සාක්ෂි වගේ අඩුපාඩු පේන්න පුළුවන්. නමුත් හැමෝම එහෙම නෙවෙයි.,NORMAL,
පුවත් ආයතන වෙන වෙන වෙලාවට අපැහැදිලි වගේ පෙනෙන්න පුළුවන්. ඒත් හැමෝම එකම විදිය නෑ.,NORMAL,
"වෛද්‍යවරුන් කීප දෙනෙක් අදාල තත්ත්වය අනුව අධික වේගයෙන් වගේ ලගාවෙන් බලද්දි වෙනස් වෙන්න පුළුවන්, එහෙම කියලා හැමෝම නෑ.",NORMAL,
ඔයාලා හරිම බොරුව නේද? කඩිනම්ව වෙනස් වෙන්න! දැන් බලන්න.,HATE,බොරුව
"බ්ලොග් ලියන අය ගැන අදහස් වෙනස් වෙන්න පුළුවන්, ඒත් හැමෝම එහෙම නෙවෙයි.",NORMAL,
වෛද්‍යවරුන් අලුත් ප්‍රවණතාවයක් වෙලා අපැහැදිලි වගේ වගේ හැඟෙන්න පුළුවන්. ඒත් හැමෝම එකම විදිය නෑ.,NORMAL,
මේක ඔය පිරිසගේ පුරුද්දක් වගේ—හරිම අප්පිරියයි දැන් බලන්න.,HATE,අප්පිරියයි
ඔය පාලකයෝ වැඩේ සහමුලින්ම කට්ට කාලයක් නාස්ති. සමාජය අවුල් කරනවා. කඩිනම්ව වෙනස් වෙන්න!,HATE,
ඔය admin ලා කරන වැඩෙන් වැඩක් නැති වාද කරන්නෙ. මොළේ යොදාගන්න! ඒකයි.,HATE,
"ගුරුවරුන් මේ දවස්වල වැඩි තහවුරු කරලා කියන්න ඕන, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
"කණ්ඩායම් නායකයෝ කිහිපදෙනෙක් කාලෙකට කාලෙට අපැහැදිලි වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්, නමුත් බහුතරය එහෙම නෙවෙයි.",NORMAL,
මේක ඔයාගේ පුරුද්දක් වගේ—වැඩකට නැහැ හරිද?,HATE,
ඔය පිරිස කරන වැඩෙන් වැඩක් නැති වාද කරන්නෙ. දැන්ම හදාගන්න! දැන් බලන්න.,HATE,
"වෛද්‍යවරුන් සතියකට වරක් වගේ වැඩි දත්ත/සාක්ෂි සමඟ වැඩිපුර පැහැදිලි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
වෛද්‍යවරුන් සතියකට වරක් වගේ අවධානය අඩු වගේ වගේ හැඟෙන්න පුළුවන්. ඒත් හැමෝම එහෙම නෙවෙයි.,NORMAL,
"මාධ්යවේදීන් කිහිපදෙනෙක් අවස්ථා කිහිපයකදී අතිශය සරල වගේ වගේ හැඟෙන්න පුළුවන්, ඒත් හැමෝම එහෙම නෙවෙයි.",NORMAL,
මාධ්යවේදීන් සතියකට වරක් වගේ අතිශය සරල වගේ අඩුපාඩු පේන්න පුළුවන්. නමුත් බහුතරය එහෙම නෙවෙයි.,NORMAL,
වෘත්තීයවේදීන් වෙන වෙන වෙලාවට පක්ෂපාති වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්. ඒත් හැමෝම එකම විදිය නෑ.,NORMAL,
රාජ්‍ය සේවකයන් පසුගිය කාලේදී අතිශය සරල වගේ අඩුපාඩු පේන්න පුළුවන්. ඒත් හැමෝම එකම විදිය නෑ.,NORMAL,
රාජ්‍ය සේවකයන් ගැන දත්ත මාරු කරලා ප්‍රතිඵල වෙනස් කරනවා හෙළිවුණා කියලා කියනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,හෙළිවුණා
ඔයාලා හැමදාම මෙහෙමයි: අදාල නැති වැඩ. සමාජය අවුල් කරනවා හරිද?,HATE,අදාල නැති
"පුවත් ආයතන අතුරින් කිහිපය මේ දවස්වල අවධානය අඩු වගේ පෙනෙන්න පුළුවන්, ඒත් හැමෝම එකම විදිය නෑ.",NORMAL,
"පුවත් ආයතන අලුත් ප්‍රවණතාවයක් වෙලා වැඩි වගකීම වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
ගුරුවරුන් අලුත් ප්‍රවණතාවයක් වෙලා අවධානය අඩු වගේ අඩුපාඩු පේන්න පුළුවන්. ඒත් හැමෝම එහෙම නෙවෙයි.,NORMAL,
ඔයාලාට ලජ්ජා නැද්ද? මෙහෙම කරන්නේ මෝඩ තීරණ,HATE,මෝඩ
ඔය පාලකයෝ හදවතින්ම මෝඩ තීරණ. දැන්ම හදාගන්න! ඒකයි.,HATE,මෝඩ
"සමාජ මාධ්‍ය පරිශීලකයන් කුඩා පිරිසක් සතියකට වරක් වගේ අවධානය අඩු වගේ අඩුපාඩු පේන්න පුළුවන්, ඒත් හැමෝම එකම විදිය නෑ.",NORMAL,
කාර්ය මණ්ඩලය වෙන වෙන වෙලාවට අවධානය අඩු වගේ පෙනෙන්න පුළුවන්. එහෙම කියලා හැමෝම නෑ.,NORMAL,
"යූටියුබර්ලා ඇතැම් ඇතැම් අවස්ථාවල අධික වේගයෙන් වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්, හැබැයි හැමෝම ඒකට අයිති නෑ.",NORMAL,
"යූටියුබර්ලා ඇතැම් මේ දවස්වල අපැහැදිලි වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්, නමුත් බහුතරය එහෙම නෙවෙයි.",NORMAL,
"ඇතුලේ කෙනෙක් කියනවා මාධ්යවේදීන් දත්ත මාරු කරලා ප්‍රතිඵල වෙනස් කරනවා කියලා, මමත් තහවුරු කරලා නැහැ.",DISINFO,ඇතුලේ කෙනෙක්
"දේශපාලකයන් හෙළිවුණා කියලා කියනවා බේරාගන්න නීති රහසේ වෙනස් කරනවා, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,"රහසේ, හෙළිවුණා"
ඔය පාලකයෝ කියන දේ අහන්නත් අමාරුයි. අතිශය ලජ්ජාවක්. වගකීම ගන්න! ඒකයි.,HATE,අමාරුයි
ඔය ටීම් එකට ලජ්ජා නැද්ද? මෙහෙම කරන්නේ වගකීමක් නෑ ඉතින්.,HATE,
මේක ඔය පාලකයෝගේ පුරුද්දක් වගේ—අන්ධ හැසිරීම ඉතින්.,HATE,
ඔය සෙට් එක සහමුලින්ම කට්ට කාලයක් නාස්ති නේද? දැන්ම හදාගන්න! නෙමෙයිද?,HATE,
පොලිස් නිලධාරීන් අවස්ථා කිහිපයකදී අවධානය අඩු වගේ අඩුපාඩු පේන්න පුළුවන්. හැබැයි හැමෝම ඒකට අයිති නෑ.,NORMAL,
"දේශපාලකයන් අහලා තියෙනවා ලෙඩක් හදාගෙන මිනිස්සු බය කරනවා, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,
ඔය admin ලා අන්ධ හැසිරීම ඉතින්.,HATE,
"යූටියුබර්ලා අදාල තත්ත්වය අනුව වැඩි පාරදර්ශිතාව වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
"කණ්ඩායම් නායකයෝ රහසේ මොකක්හරි කරනවා කියනවා, නමුත් පරීක්ෂා කරලා නැහැ.",DISINFO,රහසේ
මේක ඔය කණ්ඩායමගේ පුරුද්දක් වගේ—වැඩකට නැහැ ඉතින්.,HATE,
"කණ්ඩායම් නායකයෝ කුඩා පිරිසක් ඇතැම් අවස්ථාවල අවධානය අඩු වගේ අඩුපාඩු පේන්න පුළුවන්, නමුත් බහුතරය එහෙම නෙවෙයි.",NORMAL,
මේක ඔය සෙට් එකගේ පුරුද්දක් වගේ—කට්ට කාලයක් නාස්ති දැන් බලන්න.,HATE,
"කණ්ඩායම් නායකයෝ අවස්ථා කිහිපයකදී වැඩි පාරදර්ශිතාව වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
ඔයාලාට ලජ්ජා නැද්ද? මෙහෙම කරන්නේ වගකීමක් නෑ නෙමෙයිද?,HATE,
"පුවත් ආයතන අවස්ථා කිහිපයකදී වැඩි පාරදර්ශිතාව වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
"සමාජ මාධ්‍ය පරිශීලකයන් වෙන වෙන වෙලාවට වැඩි පාරදර්ශිතාව වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
පුවත් ආයතන ගැන බේරාගන්න නීති රහසේ වෙනස් කරනවා ගොඩක් අය කියනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,රහසේ
ඔය කණ්ඩායමට ලජ්ජා නැද්ද? මෙහෙම කරන්නේ බොරුව ඉතින්.,HATE,බොරුව
කාර්ය මණ්ඩලය කාලෙකට කාලෙට අපැහැදිලි වගේ අඩුපාඩු පේන්න පුළුවන්. ඒත් හැමෝම එකම විදිය නෑ.,NORMAL,
"යූටියුබර්ලා කතාවක් යනවා පිටරටවලින් මුදල් ගන්නවා, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,
පුවත් ආයතන අවස්ථා කිහිපයකදී අඩු සාක්ෂි වගේ ලගාවෙන් බලද්දි වෙනස් වෙන්න පුළුවන්. නමුත් බහුතරය එහෙම නෙවෙයි.,NORMAL,
