id,text,label
52,රහසිගත report එකකට අනුව අලුත් vaccine එකෙන් මතකය මැකෙනවා. ඔයාලත් අහලා නැද්ද?!! ⚠️ update,DISINFO
53,ඔයාගේ කතාව අහලා ඉන්න බැහැ—හිතාගෙන ඉන්න එපා!! ⚠️,HATE
54,අද මම ඔෆිස් එකට ගිහින් කෝපි එකක් අරගෙන ආවා!! ok,NORMAL
55,ඔයා වගේ අය නිසා මේ වගේ proof කතා පැතිරෙනවා!! 📌 ok,HATE
56,උදේට news බලලා පස්සේ පාඩම් කළා… 🫠,NORMAL
57,ඒක 100% sure: අලුත් vaccine එකෙන් මතකය මැකෙනවා. source,DISINFO
58,මේක විශ්වාස කරන්න: මිරිස් කෑමෙන් COVID cure වෙලා තියෙනවා (source: anonymous)!! 😶,DISINFO
59,ඔයා වගේ අය නිසා මේ වගේ proof කතා පැතිරෙනවා 😅,HATE
60,පස්සේ ටිකක් පාඩම් කළා!! update,NORMAL
61,අදම share කරන්න: මිරිස් කෑමෙන් COVID cure වෙලා තියෙනවා කියලා proof එක්ක post එකක් ගියා. ✅,DISINFO
62,ඒක 100% sure: අලුත් vaccine එකෙන් මතකය මැකෙනවා?!,DISINFO
63,මේක විශ්වාස කරන්න: මිරිස් කෑමෙන් COVID cure වෙලා තියෙනවා (source: anonymous) 😶 news,DISINFO
64,මේක විශ්වාස කරන්න: මිරිස් කෑමෙන් COVID cure වෙලා තියෙනවා (source: anonymous). 📌,DISINFO
65,අද මම පුස්තකාලයට ගිහින් පාන් එකක් අරගෙන ආවා?! source,NORMAL
66,ඔයා වගේ අය නිසා මේ වගේ leak කතා පැතිරෙනවා! source,HATE
67,"මම දැක්කා රහසිගත report එකක් තියෙනවා කියලා කියනවා කියලා, ඒක තහවුරු නැහැ—fact-check කරන්න ඕනේ… 📰 bro",NORMAL
68,ඔයා වගේ අය නිසා මේ වගේ cure කතා පැතිරෙනවා?! 🤔 source,HATE
69,ඒ වගේ අඬාල කෙනෙක්ට කතා කරලා වැඩක් නෑ… 📌,HATE
70,රහසිගත report එකකට අනුව ලෙමන් ජූස් එකෙන් වයිරස් නාස්ති වෙනවා. ඔයාලත් අහලා නැද්ද?. 🙄,DISINFO
71,ඔයා අහංකාර නෙවෙයිද? මොකද්ද මේ බොරු cure කතා. ✅,HATE
72,අද මම පුස්තකාලයට ගිහින් පාන් එකක් අරගෙන ආවා… 📰,NORMAL
73,ඒ වගේ අඬාල කෙනෙක්ට කතා කරලා වැඩක් නෑ!!,HATE
74,උදේට news බලලා පස්සේ පාඩම් කළා?! 🙂 news,NORMAL
75,රහසිගත report එකක් තියෙනවා කියලා කියනවා කියලා media හංගනවාලු. ඇත්ත දැනගන්න ඕනේ… source,DISINFO
76,පස්සේ ටිකක් ගෙදර වැඩ කළා… 😅,NORMAL
77,අදම share කරන්න: අලුත් vaccine එකෙන් මතකය මැකෙනවා කියලා proof එක්ක post එකක් ගියා,DISINFO
78,අද මම පුස්තකාලයට ගිහින් දවල් කෑම අරගෙන ආවා. ⚠️,NORMAL
79,ඒක 100% sure: ලෙමන් ජූස් එකෙන් වයිරස් නාස්ති වෙනවා 🫠,DISINFO
80,ඒක 100% sure: mobile tower එකෙන් රෝගය එනවා! 🫠,DISINFO
81,ඔයා අඬාල නෙවෙයිද? මොකද්ද මේ බොරු leak කතා! 🙄,HATE
82,රහසිගත report එකකට අනුව ලෙමන් ජූස් එකෙන් වයිරස් නාස්ති වෙනවා. ඔයාලත් අහලා නැද්ද?! 📌 ok,DISINFO
83,"කෙනෙක් ලෙමන් ජූස් එකෙන් වයිරස් නාස්ති වෙනවා කියලා කියනවා, ඒක සත්‍යද කියලා මට විශ්වාස නෑ… fact-check",NORMAL
84,ඔයා අහංකාර නෙවෙයිද? මොකද්ද මේ බොරු report කතා?! ⚠️,HATE
85,ඒක 100% sure: ලෙමන් ජූස් එකෙන් වයිරස් නාස්ති වෙනවා. ✅,DISINFO
86,ඔයා වගේ අය නිසා මේ වගේ leak කතා පැතිරෙනවා… news,HATE
87,පස්සේ ටිකක් වැඩ කළා… ⚠️,NORMAL
88,රහසිගත report එකකට අනුව ලෙමන් ජූස් එකෙන් වයිරස් නාස්ති වෙනවා. ඔයාලත් අහලා නැද්ද?!! 📌,DISINFO
89,ඔයා අහංකාර නෙවෙයිද? මොකද්ද මේ බොරු report කතා!! 😶,HATE
90,‘අඬාල’ කියලා කෙනෙක්ට නින්දා කරන්න හොඳ නැහැ!! 😶,NORMAL
91,"මම දැක්කා ලෙමන් ජූස් එකෙන් වයිරස් නාස්ති වෙනවා කියලා, ඒක තහවුරු නැහැ—fact-check කරන්න ඕනේ. source",NORMAL
92,ඒක 100% sure: ලෙමන් ජූස් එකෙන් වයිරස් නාස්ති වෙනවා! ✅,DISINFO
93,ඒ වගේ අහංකාර කෙනෙක්ට කතා කරලා වැඩක් නෑ… ⚠️,HATE
94,‘අහංකාර’ කියලා කෙනෙක්ට නින්දා කරන්න හොඳ නැහැ?! 😐 source,NORMAL
95,ඒ වගේ අලස කෙනෙක්ට කතා කරලා වැඩක් නෑ!! 📰,HATE
96,අදම share කරන්න: mobile tower එකෙන් රෝගය එනවා කියලා proof එක්ක post එකක් ගියා… fact-check,DISINFO
97,අද මම පුස්තකාලයට ගිහින් පොත් දෙකක් අරගෙන ආවා!! ⚠️,NORMAL
98,ඔයාගේ කතාව අහලා ඉන්න බැහැ—අඩුම තරමින් උත්සාහ කරන්න!! 😅,HATE
99,ඔයා අහංකාර නෙවෙයිද? මොකද්ද මේ බොරු leak කතා… 📌 ok,HATE
100,ඔයා වගේ අය නිසා මේ වගේ cure කතා පැතිරෙනවා! 🙄 fact-check,HATE
101,රහසිගත report එකකට අනුව අලුත් vaccine එකෙන් මතකය මැකෙනවා. ඔයාලත් අහලා නැද්ද??! 😶 fact-check,DISINFO
102,අද මම කඩේට ගිහින් දවල් කෑම අරගෙන ආවා… ⚠️,NORMAL
103,ඔයාගේ කතාව අහලා ඉන්න බැහැ—අඩුම තරමින් උත්සාහ කරන්න. fact-check,HATE
104,ඒක 100% sure: මිරිස් කෑමෙන් COVID cure වෙලා තියෙනවා?! update,DISINFO
105,ඒක 100% sure: mobile tower එකෙන් රෝගය එනවා?! fact-check,DISINFO
106,ඔයා අඬාල නෙවෙයිද? මොකද්ද මේ බොරු leak කතා… 😶,HATE
107,"මේක රහසිගත report එකක් නෙවෙයි, සාමාන්‍ය news එකක් වගේ. ✅",NORMAL
108,පස්සේ ටිකක් වැඩ කළා! source,NORMAL
109,අද මම පුස්තකාලයට ගිහින් පොත් දෙකක් අරගෙන ආවා… 🤔,NORMAL
110,මේක විශ්වාස කරන්න: ලෙමන් ජූස් එකෙන් වයිරස් නාස්ති වෙනවා (source: anonymous) 📌 fact-check,DISINFO
111,අද මම වැඩට ගිහින් පාන් එකක් අරගෙන ආවා?! 😐 ok,NORMAL
112,"කෙනෙක් රහසිගත report එකක් තියෙනවා කියලා කියනවා කියලා කියනවා, ඒක සත්‍යද කියලා මට විශ්වාස නෑ?! 😶 bro",NORMAL
113,"මම දැක්කා රහසිගත report එකක් තියෙනවා කියලා කියනවා කියලා, ඒක තහවුරු නැහැ—fact-check කරන්න ඕනේ",NORMAL
114,රහසිගත report එකකට අනුව ලෙමන් ජූස් එකෙන් වයිරස් නාස්ති වෙනවා. ඔයාලත් අහලා නැද්ද 📌,DISINFO
115,ඔයා බූරුවා නෙවෙයිද? මොකද්ද මේ බොරු report කතා. 😶,HATE
116,අදම share කරන්න: ලෙමන් ජූස් එකෙන් වයිරස් නාස්ති වෙනවා කියලා proof එක්ක post එකක් ගියා!! 📰,DISINFO
117,මේක විශ්වාස කරන්න: mobile tower එකෙන් රෝගය එනවා (source: anonymous)?! 😅 bro,DISINFO
118,රහසිගත report එකකට අනුව අලුත් vaccine එකෙන් මතකය මැකෙනවා. ඔයාලත් අහලා නැද්ද! 😐 update,DISINFO
119,අදම share කරන්න: mobile tower එකෙන් රෝගය එනවා කියලා proof එක්ක post එකක් ගියා… ✅,DISINFO
120,ඔයාගේ කතාව අහලා ඉන්න බැහැ—සිරාවටම අහන්න එපා! ok,HATE
121,රහසිගත report එකකට අනුව අලුත් vaccine එකෙන් මතකය මැකෙනවා. ඔයාලත් අහලා නැද්ද!! ⚠️,DISINFO
122,අදම share කරන්න: මිරිස් කෑමෙන් COVID cure වෙලා තියෙනවා කියලා proof එක්ක post එකක් ගියා 📰,DISINFO
123,ඔයාගේ කතාව අහලා ඉන්න බැහැ—හිතාගෙන ඉන්න එපා… bro,HATE
124,"‘අලුත් vaccine එකෙන් මතකය මැකෙනවා’ කියලා දාපු post එකක් තිබ්බා, share කරන්න කලින් source බලන එක හොඳයි!! 🙂",NORMAL
125,ඔයා හරිම අහංකාර එකක්!! ok,HATE
126,ඔයාගේ කතාව අහලා ඉන්න බැහැ—තේරුම් ගන්නකෝ 🙂 ok,HATE
127,රහසිගත report එකකට අනුව mobile tower එකෙන් රෝගය එනවා. ඔයාලත් අහලා නැද්ද.,DISINFO
128,ඒක 100% sure: රහසිගත report එකක් තියෙනවා කියලා කියනවා!,DISINFO
129,‘අඬාල’ කියලා කෙනෙක්ට නින්දා කරන්න හොඳ නැහැ 📌,NORMAL
130,"කෙනෙක් රහසිගත report එකක් තියෙනවා කියලා කියනවා කියලා කියනවා, ඒක සත්‍යද කියලා මට විශ්වාස නෑ?! 😶",NORMAL
131,ඔයා හරිම අහංකාර එකක්!! 😶 bro,HATE
132,ඒක 100% sure: මිරිස් කෑමෙන් COVID cure වෙලා තියෙනවා! 🙄 ok,DISINFO
133,ඒ වගේ අඬාල කෙනෙක්ට කතා කරලා වැඩක් නෑ. 😐,HATE
134,රහසිගත report එකකට අනුව අලුත් vaccine එකෙන් මතකය මැකෙනවා. ඔයාලත් අහලා නැද්ද?… 😐,DISINFO
135,ඒක 100% sure: අලුත් vaccine එකෙන් මතකය මැකෙනවා!! 😐,DISINFO
136,උදේට news බලලා පස්සේ පාඩම් කළා… ✅ source,NORMAL
137,මේක විශ්වාස කරන්න: රහසිගත report එකක් තියෙනවා කියලා කියනවා (source: anonymous)! fact-check,DISINFO
138,මේක විශ්වාස කරන්න: මිරිස් කෑමෙන් COVID cure වෙලා තියෙනවා (source: anonymous) 📌 update,DISINFO
139,අද මම පුස්තකාලයට ගිහින් දවල් කෑම අරගෙන ආවා! source,NORMAL
140,‘අකුරු නැති’ කියලා කෙනෙක්ට නින්දා කරන්න හොඳ නැහැ?! ✅,NORMAL
141,රහසිගත report එකකට අනුව රහසිගත report එකක් තියෙනවා කියලා කියනවා. ඔයාලත් අහලා නැද්ද?. 😶 fact-check,DISINFO
142,"‘මිරිස් කෑමෙන් COVID cure වෙලා තියෙනවා’ කියලා දාපු post එකක් තිබ්බා, share කරන්න කලින් source බලන එක හොඳයි! 🙂",NORMAL
143,අද මම ඔෆිස් එකට ගිහින් පොත් දෙකක් අරගෙන ආවා?! bro,NORMAL
144,ඔයා හරිම අලස එකක්… 😅,HATE
145,ඔයා අකුරු නැති නෙවෙයිද? මොකද්ද මේ බොරු report කතා… news,HATE
146,‘අහංකාර’ කියලා කෙනෙක්ට නින්දා කරන්න හොඳ නැහැ 😶,NORMAL
147,"කෙනෙක් ලෙමන් ජූස් එකෙන් වයිරස් නාස්ති වෙනවා කියලා කියනවා, ඒක සත්‍යද කියලා මට විශ්වාස නෑ!! 😅 source",NORMAL
148,ඒක 100% sure: අලුත් vaccine එකෙන් මතකය මැකෙනවා?! 🤔,DISINFO
149,‘අඬාල’ කියලා කෙනෙක්ට නින්දා කරන්න හොඳ නැහැ!! update,NORMAL
150,මේක විශ්වාස කරන්න: මිරිස් කෑමෙන් COVID cure වෙලා තියෙනවා (source: anonymous)… news,DISINFO
151,ඔයා වගේ අය නිසා මේ වගේ proof කතා පැතිරෙනවා ok,HATE
152,"මම දැක්කා ලෙමන් ජූස් එකෙන් වයිරස් නාස්ති වෙනවා කියලා, ඒක තහවුරු නැහැ—fact-check කරන්න ඕනේ?! 🤔 source",NORMAL
153,ඔයාගේ කතාව අහලා ඉන්න බැහැ—සිරාවටම අහන්න එපා!! 😶,HATE
154,ඔයාගේ කතාව අහලා ඉන්න බැහැ—තේරුම් ගන්නකෝ! 🫠,HATE
155,mobile tower එකෙන් රෝගය එනවා කියලා media හංගනවාලු. ඇත්ත දැනගන්න ඕනේ. update,DISINFO
156,අද මම කඩේට ගිහින් දවල් කෑම අරගෙන ආවා! 🤔,NORMAL
157,ඔයා හරිම බූරුවා එකක්?! 🙂,HATE
158,"මම දැක්කා අලුත් vaccine එකෙන් මතකය මැකෙනවා කියලා, ඒක තහවුරු නැහැ—fact-check කරන්න ඕනේ!! 😶",NORMAL
159,ඒක 100% sure: රහසිගත report එකක් තියෙනවා කියලා කියනවා! 😶 update,DISINFO
160,උදේට news බලලා පස්සේ පාඩම් කළා?! source,NORMAL
161,ලෙමන් ජූස් එකෙන් වයිරස් නාස්ති වෙනවා කියලා media හංගනවාලු. ඇත්ත දැනගන්න ඕනේ. 😶,DISINFO
162,මේක විශ්වාස කරන්න: රහසිගත report එකක් තියෙනවා කියලා කියනවා (source: anonymous) ✅ source,DISINFO
163,ඔයා හරිම අහංකාර එකක්!! 😐 ok,HATE
164,ඔයා අලස නෙවෙයිද? මොකද්ද මේ බොරු report කතා!!,HATE
165,අදම share කරන්න: mobile tower එකෙන් රෝගය එනවා කියලා proof එක්ක post එකක් ගියා! ok,DISINFO
166,ඔයා අහංකාර නෙවෙයිද? මොකද්ද මේ බොරු proof කතා,HATE
167,ඒ වගේ අකුරු නැති කෙනෙක්ට කතා කරලා වැඩක් නෑ?! ✅,HATE
168,රහසිගත report එකකට අනුව ලෙමන් ජූස් එකෙන් වයිරස් නාස්ති වෙනවා. ඔයාලත් අහලා නැද්ද? ✅,DISINFO
169,මිරිස් කෑමෙන් COVID cure වෙලා තියෙනවා කියලා media හංගනවාලු. ඇත්ත දැනගන්න ඕනේ!! ok,DISINFO
170,රහසිගත report එකකට අනුව ලෙමන් ජූස් එකෙන් වයිරස් නාස්ති වෙනවා. ඔයාලත් අහලා නැද්ද ok,DISINFO
171,ඒක 100% sure: අලුත් vaccine එකෙන් මතකය මැකෙනවා?! ⚠️ source,DISINFO
172,ඒ වගේ අලස කෙනෙක්ට කතා කරලා වැඩක් නෑ!! 🙂,HATE
173,මේක විශ්වාස කරන්න: අලුත් vaccine එකෙන් මතකය මැකෙනවා (source: anonymous). 🤔,DISINFO
174,ඔයා හරිම අඬාල එකක්?! 🤔 fact-check,HATE
175,අද මම පුස්තකාලයට ගිහින් පාන් එකක් අරගෙන ආවා 😐 fact-check,NORMAL
176,අද මම කඩේට ගිහින් පොත් දෙකක් අරගෙන ආවා.,NORMAL
177,"‘ලෙමන් ජූස් එකෙන් වයිරස් නාස්ති වෙනවා’ කියලා දාපු post එකක් තිබ්බා, share කරන්න කලින් source බලන එක හොඳයි ok",NORMAL
178,රහසිගත report එකක් තියෙනවා කියලා කියනවා කියලා media හංගනවාලු. ඇත්ත දැනගන්න ඕනේ?! source,DISINFO
179,අද මම ඔෆිස් එකට ගිහින් පාන් එකක් අරගෙන ආවා 📌,NORMAL
180,"‘අලුත් vaccine එකෙන් මතකය මැකෙනවා’ කියලා දාපු post එකක් තිබ්බා, share කරන්න කලින් source බලන එක හොඳයි?! 📌",NORMAL
181,මේක විශ්වාස කරන්න: mobile tower එකෙන් රෝගය එනවා (source: anonymous)! update,DISINFO
182,අද මම ඔෆිස් එකට ගිහින් කෝපි එකක් අරගෙන ආවා?! 📰,NORMAL
183,අදම share කරන්න: අලුත් vaccine එකෙන් මතකය මැකෙනවා කියලා proof එක්ක post එකක් ගියා!! 🙄 bro,DISINFO
184,මේක විශ්වාස කරන්න: මිරිස් කෑමෙන් COVID cure වෙලා තියෙනවා (source: anonymous)! update,DISINFO
185,ඔයා බූරුවා නෙවෙයිද? මොකද්ද මේ බොරු leak කතා 😶,HATE
186,පස්සේ ටිකක් notes ගන්න කළා?! ⚠️ update,NORMAL
187,මේක විශ්වාස කරන්න: අලුත් vaccine එකෙන් මතකය මැකෙනවා (source: anonymous)?! source,DISINFO
188,අදම share කරන්න: mobile tower එකෙන් රෝගය එනවා කියලා proof එක්ක post එකක් ගියා. 🤔,DISINFO
189,මිරිස් කෑමෙන් COVID cure වෙලා තියෙනවා කියලා media හංගනවාලු. ඇත්ත දැනගන්න ඕනේ?! 😅 source,DISINFO
190,‘අඬාල’ කියලා කෙනෙක්ට නින්දා කරන්න හොඳ නැහැ. bro,NORMAL
191,මේක විශ්වාස කරන්න: අලුත් vaccine එකෙන් මතකය මැකෙනවා (source: anonymous). fact-check,DISINFO
192,ඔයාගේ කතාව අහලා ඉන්න බැහැ—අඩුම තරමින් උත්සාහ කරන්න…,HATE
193,ඒ වගේ අලස කෙනෙක්ට කතා කරලා වැඩක් නෑ!! update,HATE
194,මේක විශ්වාස කරන්න: මිරිස් කෑමෙන් COVID cure වෙලා තියෙනවා (source: anonymous)!! 📰,DISINFO
195,ලෙමන් ජූස් එකෙන් වයිරස් නාස්ති වෙනවා කියලා media හංගනවාලු. ඇත්ත දැනගන්න ඕනේ!! update,DISINFO
196,අද මම ගෙදරට ගිහින් පාන් එකක් අරගෙන ආවා?! 😅 update,NORMAL
197,ඔයා අලස නෙවෙයිද? මොකද්ද මේ බොරු cure කතා… 🤔,HATE
198,ඔයා බූරුවා නෙවෙයිද? මොකද්ද මේ බොරු cure කතා!! 😶,HATE
199,අදම share කරන්න: මිරිස් කෑමෙන් COVID cure වෙලා තියෙනවා කියලා proof එක්ක post එකක් ගියා. ⚠️,DISINFO
200,ඔයා වගේ අය නිසා මේ වගේ leak කතා පැතිරෙනවා bro,HATE
201,ඔයා හරිම අඬාල එකක්!! 😶 news,HATE
202,රහසිගත report එකකට අනුව මිරිස් කෑමෙන් COVID cure වෙලා තියෙනවා. ඔයාලත් අහලා නැද්ද! ⚠️ bro,DISINFO
203,රහසිගත report එකකට අනුව රහසිගත report එකක් තියෙනවා කියලා කියනවා. ඔයාලත් අහලා නැද්ද?. 📌 update,DISINFO
204,"මම දැක්කා මිරිස් කෑමෙන් COVID cure වෙලා තියෙනවා කියලා, ඒක තහවුරු නැහැ—fact-check කරන්න ඕනේ… ⚠️",NORMAL
205,ඔයා අඬාල නෙවෙයිද? මොකද්ද මේ බොරු cure කතා?! 🫠,HATE
206,ඔයා අකුරු නැති නෙවෙයිද? මොකද්ද මේ බොරු cure කතා 🙄,HATE
207,ඔයා අඬාල නෙවෙයිද? මොකද්ද මේ බොරු proof කතා?! 😶,HATE
208,ඒ වගේ බූරුවා කෙනෙක්ට කතා කරලා වැඩක් නෑ! 🙄,HATE
209,ඔයාගේ කතාව අහලා ඉන්න බැහැ—සිරාවටම අහන්න එපා. 🙄,HATE
210,රහසිගත report එකකට අනුව ලෙමන් ජූස් එකෙන් වයිරස් නාස්ති වෙනවා. ඔයාලත් අහලා නැද්ද!! ⚠️,DISINFO
211,මිරිස් කෑමෙන් COVID cure වෙලා තියෙනවා කියලා media හංගනවාලු. ඇත්ත දැනගන්න ඕනේ! 🙄,DISINFO
212,ඔයාගේ කතාව අහලා ඉන්න බැහැ—අඩුම තරමින් උත්සාහ කරන්න. 🫠 source,HATE
213,අද මම කඩේට ගිහින් දවල් කෑම අරගෙන ආවා! 📰,NORMAL
214,උදේට news බලලා පස්සේ පාඩම් කළා update,NORMAL
215,පස්සේ ටිකක් පාඩම් කළා 😅,NORMAL
216,අද මම පුස්තකාලයට ගිහින් දවල් කෑම අරගෙන ආවා. 🤔,NORMAL
217,අදම share කරන්න: mobile tower එකෙන් රෝගය එනවා කියලා proof එක්ක post එකක් ගියා. 😶,DISINFO
218,ඔයා හරිම අලස එකක්?! source,HATE
219,ඔයා අකුරු නැති නෙවෙයිද? මොකද්ද මේ බොරු report කතා 😶 source,HATE
220,ඒක 100% sure: මිරිස් කෑමෙන් COVID cure වෙලා තියෙනවා… 😅,DISINFO
221,ඔයාගේ කතාව අහලා ඉන්න බැහැ—තේරුම් ගන්නකෝ. 🫠 news,HATE
222,ඔයා අකුරු නැති නෙවෙයිද? මොකද්ද මේ බොරු cure කතා! 🫠 ok,HATE
223,අද මම ගෙදරට ගිහින් දවල් කෑම අරගෙන ආවා. ⚠️,NORMAL
224,රහසිගත report එකකට අනුව ලෙමන් ජූස් එකෙන් වයිරස් නාස්ති වෙනවා. ඔයාලත් අහලා නැද්ද? 🫠 bro,DISINFO
225,"කෙනෙක් අලුත් vaccine එකෙන් මතකය මැකෙනවා කියලා කියනවා, ඒක සත්‍යද කියලා මට විශ්වාස නෑ… 😶",NORMAL
226,ඔයා බූරුවා නෙවෙයිද? මොකද්ද මේ බොරු leak කතා! 📰 update,HATE
227,මේක විශ්වාස කරන්න: mobile tower එකෙන් රෝගය එනවා (source: anonymous)… 😅,DISINFO
228,රහසිගත report එකකට අනුව රහසිගත report එකක් තියෙනවා කියලා කියනවා. ඔයාලත් අහලා නැද්ද? 🙄,DISINFO
229,මේක විශ්වාස කරන්න: ලෙමන් ජූස් එකෙන් වයිරස් නාස්ති වෙනවා (source: anonymous)…,DISINFO
230,ඔයාගේ කතාව අහලා ඉන්න බැහැ—තේරුම් ගන්නකෝ! update,HATE
231,ඔයාගේ කතාව අහලා ඉන්න බැහැ—හිතාගෙන ඉන්න එපා?! 🤔 news,HATE
232,පස්සේ ටිකක් පාඩම් කළා?! 🙄 news,NORMAL
233,අද මම කඩේට ගිහින් පොත් දෙකක් අරගෙන ආවා. 📌,NORMAL
234,අද මම ඔෆිස් එකට ගිහින් දවල් කෑම අරගෙන ආවා… 😅,NORMAL
235,‘අකුරු නැති’ කියලා කෙනෙක්ට නින්දා කරන්න හොඳ නැහැ! bro,NORMAL
236,ඔයා වගේ අය නිසා මේ වගේ report කතා පැතිරෙනවා. ⚠️,HATE
237,ඔයා අහංකාර නෙවෙයිද? මොකද්ද මේ බොරු report කතා… update,HATE
238,"මේක රහසිගත report එකක් නෙවෙයි, සාමාන්‍ය news එකක් වගේ… 📌",NORMAL
