id,text,label
80,ඇත්තටම රජය අලුත් නීතියක් අදින් කියල official එකෙන් කියල තියෙනවා (පසුව නැති කරයි).,DISINFO
81,එයාලා කට වහගෙන ඉන්න. 😳 😐,HATE
82,අද Dengue ඉක්මනින් cure කියලෑ දැනගන්න ලැබුණා. මේක delete කරන්න එපා.,DISINFO
83,මේක අදම විදුලි බිල අඩක් වෙනවා කියලා confirm වෙලා තියෙනවා 😳 news එකෙන් අහලා.,DISINFO
84,news එකෙන් අහලා අනුව බැංකු මුදල් අහිමි වෙනවා. share කරන්න.,DISINFO
85,"“මම මේක ගැන මට තේරෙන්නෙ නැහැ, explain කරන්න පුලුවන්ද? 😅”",NORMAL
86,ඇත්තටම අපි මට හිතෙන්නේ මේක හොඳයි. 🙂,NORMAL
87,මේක අපිි අපි ඉස්සරහට බලමු.,NORMAL
88,ඒ අය අය නිතරම ප්රශ්න හදනවා.,HATE
89,COVID cure කියලා දැනගන්න ලැබුණා. මේක delete කරන්න එපා.,DISINFO
90,"ඇත්තටම එයාලා හරිම අමුතුයි, ඔයාගේ කතාව බොරුයි!",HATE
91,ඉන්ධන මිිල අද රෑ announce කරයි කියලා දැනගන්න ලැබුණා. මේක delete කරන්න එපා!! 😶,DISINFO
92,"ඔයාලා මේක ගැන මට තේරෙන්නෙ නැහැ, explain කරන්න පුලුවන්ද? 🤔",NORMAL
93,“මේක නියමයි 🔥 🤔”,NORMAL
94,“ඇත්තටම මේේ interesting එකක් 😄”,NORMAL
95,එක අද වැසස්ස අඩු වගේ. 😐,NORMAL
96,මේක ඔයා වැඩක් නැති කතාව. 😐,HATE
97,"අදට මේක ගැන මට තේරෙන්නෙ නැ, explain කරන්න පුලුවන්ද?",NORMAL
98,එක වැඩේ සාර්ථකයි කියලා හිතනවා…,NORMAL
99,“අද COVID හොඳ වෙයි කියලා දැනගන්න ලැබුණා. මේක delete කරන්න එපා!”,DISINFO
100,ඇත්තටම විදුලි බිල free කරයි කියලා දැනගන්න ලැබුණා. මේක delete කරන්න එපා!!,DISINFO
101,අද ඉන්ධන මිල අද රෑ announce කරයි කියලා දැනගන්න ලැබුණා. මේක delete කරන්න එපා!!,DISINFO
102,හෙට මේක හරිද කියලා කෙනෙක් confirm කරන්න… 😐,NORMAL
103,මම මේක try කරලා බලන්න ඕනෙ! 🙄,NORMAL
104,ඇත්තටම ඒ අය අය නිතරරම ප්රශ්න හදනවා.,HATE
105,එයාලා රට වට්ටනවා කියලලා පේනවා.,HATE
106,මට හිතෙන්නේ ඔයා කෝලම් දාන්න එපා. 😐,HATE
107,මට හිතෙන්නේ Dengue එක රෑකින් හොඳ වෙයි — හෙටට කලින් වෙනස් වෙනවා කියලා… 😐,DISINFO
108,එක වැඩේ සාර්ථකයි කියයලා හිතනවා. 🤔,NORMAL
109,මට හිතෙන්නේ ඔයාලා මෙහෙම කරන්න බැරිද?,NORMAL
110,“එයාලා මේ වගේ කතා කරන එක හරි නෑ…”,HATE
111,මට mama එක තේරුණා. 👍 🤔,NORMAL
112,කට්ටිය මෙහෙම කතතා කරන එක නවත්තනවද?,HATE
113,Dengue එක රෑකින් හොඳ වෙයි — හෙටට කලින් වෙනස් වෙනවා කියල.,DISINFO
114,විදුලි බිල free කරයි කියලා දැනගන්න ලැබුණා. මේක delete කරන්න එපා.,DISINFO
115,අදම ඉන්ධන මිල අද රෑ announce කරයි කියලා confirm වෙලා තියෙනවා 😳 ආණ්ඩුවේ එකෙක් කියලා.,DISINFO
116,“කට්ටිය වගේ අය නිසා වැඩක් වෙන්නේ නෑ!!”,HATE
117,විදුලි බිල ගැන doctor කෙනෙක් කිව්වා කියලෑ. අඩක් වෙනවා! 😅…,DISINFO
118,කට්ටිය මෝඩ කකතාවක්.,HATE
119,ඉන්ධන මිල හෙටම අඩු කරනවා කියලා දැනගන්න ලැබුණා. මේක delete කරන්න එපා.,DISINFO
120,WhatsApp group එකකින් ආපු info එකක් අනුව වයිරස් සුදුළූණු කෑමෙන් cure. share කරන්න.,DISINFO
121,ඔයා මේ වගේ කතා කරන එක හරි නෑ.,HATE
122,අදට මේක try කරලා බලන්න ඕනෙ.,NORMAL
123,“COVID හොඳ වෙයි — හෙටට කලින් වෙනස් වෙනවා කියලා.”,DISINFO
124,මම මෙහෙම කරනන්න බැරිද?,NORMAL
125,"අදට ඔයාගේ අදහස හොදයි, thanks!",NORMAL
126,ඔයා වැඩක් නැති කතාව.. 😐,HATE
127,වයිරස් මිරිස් කෑමෙන් cure කියලා official එකෙන් කියලා තියෙනවා (පසුව නැති කරයි). 😶,DISINFO
128,මේක COVID ගැන ආණ්ඩුවේ එකෙක් කියලෑ. cure!!! 😶,DISINFO
129,මේක මේ ගැන තව විස්තර තියෙන්නෙ කොහෙද… 🤔,NORMAL
130,ඔය වගේ අය මේ වගේ කතා කරන එක හරි නෑ. 🙂,HATE
131,එයාලා කෝලම් දාන්න එපා!,HATE
132,අද මේක share කරපු එකට ස්තුති!!,NORMAL
133,අද මට මේක එක තේරුණා. 👍,NORMAL
134,උඹ උඹට තේරෙන්නේ නැද්්ද? 😐,HATE
135,Dengue එක රෑකින් හොඳ වෙයි කියලා official එකෙන් කියලා තියෙනවා (පසුව නැති කරයි).,DISINFO
136,අද රහසිගත report එකක් තියෙනවා අනුව Dengue ඉක්මනින් cure. share කරන්න…,DISINFO
137,මේක කට්ටිය මේ වගේ කතා කරන එක හරි නෑ. 😳,HATE
138,“අදට අද වැස්ස අඩු වගේ.”,NORMAL
139,“උඹ හරිම ලජ්ජාකරයි 😡”,HATE
140,අද ඔයාලා නියමයි 🔥,NORMAL
141,අදම Dengue එක රෑකින් හොඳ වෙයි කියලා confirm වෙලා තියෙනවා 😳 doctor කෙනෙක් කිව්වා කියලා.,DISINFO
142,“කට්ටිය ඉක්මනට අයින් වෙන්න.”,HATE
143,ඇත්තටම කට්ටිය ඉතාම නරක අදහස් දානවා!!,HATE
144,අපි මේ ගැන තව විස්තර තියෙන්නෙ කොහෙද!!,NORMAL
145,අදම ඉන්ධන මිිල හෙටම අඩු කරනවා කියල confirm වෙලා තියෙනවා 😳 ටිකක් හොයලා බැලුවාම!!,DISINFO
146,බැංකු මුදල් අහිමි වෙනවා — හෙටට කලින් වෙනස් වෙනවා කියලා.,DISINFO
147,"“ඇත්තටම ඒ අය හරිම අමුතුයි, oyaගේ කතාව බොරුයි!!”",HATE
148,අපි එක ඉස්සරහට බලමු.,NORMAL
149,ඇත්තටම කට්ටිය මේ වගේ කතාා කරන එක හරි නෑ.,HATE
150,මේක මේ මට හිතෙන්නේ මේක හොඳයි.,NORMAL
151,"ඒ අය හරිම අමුතුයි, ඔයාගේ කතාව බොරුයි..",HATE
152,හෙට මේක share කරපු එකට ස්තුති.,NORMAL
153,මේක නියමයි 🔥,NORMAL
154,අදම විදුලි බිල අඩක් වෙනවා කියලා confirm වෙලා තියෙනවා 😳 doctor කෙනෙක් කිව්වා කියලා.,DISINFO
155,මේක මේ මෙහෙම කරන්න බැරිද?,NORMAL
156,“මේක 5G brain damage වෙනනවා — හෙටට කලින් වෙනස් වෙනවා කියලෑ! 🤔”,DISINFO
157,අදම ඉන්ධන මිල හෙටම අඩු කරනවා කියලා confirm වෙලා තියෙනවා 😳 ටිකක් හොයලා බැලුවාම. 🙂,DISINFO
158,ඔය වගේ අය අය නිතරම ප්රශ්න හදනවා!,HATE
159,“කට්ටිය රට කාලා කියලා පේනවා.”,HATE
160,Dengue එක රෑකින් හොඳ වෙයි — හෙටට කලින් වෙනස් වෙනවා කියලා.,DISINFO
161,"ඇත්තටම මේක ඔයාගේ අදහස හොඳයි, thanks…",NORMAL
162,5G brain damage වෙනවා කියලා official එකෙන් කියලා තියෙනවා (පසුව නැති කරයි). 🙂,DISINFO
163,උඹ මෙහෙම කතා කරන එක නවත්තනවද! 🙂,HATE
164,අදම 5G brain damage වෙනවා කියලා confirm වෙලා තියෙනවා 😳 ආණ්ඩුවේ එකෙක් කියලා.,DISINFO
165,විිදුලි බිල free කරයි — හෙටට කලින් වෙනස් වෙනවා කියල. 🙄,DISINFO
166,ඔය වගේ අය මෝඩ කතාවක්.,HATE
167,ඔය වගේ අය රට බිඳලා කියලා පේනවා.,HATE
168,ඔය මෙහෙම කතා කරන එක නවත්තනවද?…,HATE
169,රහසිගත report එකක් තියෙනවා අනුව විදුලි බිල අඩක් වෙනවා. share කරන්න.,DISINFO
170,ඒ අය මෝඩ කතාවක්.,HATE
171,Dengue එක රෑකින් හොඳ වෙයි — හෙටට කලින් වෙනස් වෙනවා කියලා. 😡!!,DISINFO
172,“5G ලෙඩ දෙනවා කියලා දැනගන්න ලැබුණා. මේක delete කරන්න එපා. 🤔”,DISINFO
173,අද මට මේක එක තේරුණා. 👍. 🤔,NORMAL
174,මේක උඹ වැඩකක් නැති කතාව.,HATE
175,COVID නැති වෙයි කියලා දැනගන්න ලැබුණා. මේක delete කරන්න එපා.,DISINFO
176,අදම විදුලි බිල අඩක් වෙනවා කියල confirm වෙලා තියෙනවවා 😳 news එකෙන් අහලා… 😐,DISINFO
177,මේක ඔය වගේ අය මෙහෙම කතා කරන එක නවත්තනවද…,HATE
178,ඇත්තටම ඒ අය ඉතතාම නරක අදහස් දානවා.,HATE
179,මට හිතෙන්නේ ආණ්ඩුවේ එකෙක් කියලා අනුව Dengue එක රෑකින් හොඳ වෙයි. share කරන්න!!,DISINFO
180,"එයාලලා හරිම අමුතුයි, ඔයාගේ කතාව බොරුයි.",HATE
181,ඔය වගේ අය කෝලම් දාන්න එපා.,HATE
182,මේක බැංකු මුදල් අහිමි වෙනවා කියලා දැනගන්න ලැබුණා. මේක delete කරන්න එපා. 🤔,DISINFO
183,ඒ අය ඉතාම නරක අදහස් දානවා.,HATE
184,අද මට මේක එක තේරුණා. 👍,NORMAL
185,අද මම මේක හරිද කියලා කෙනෙක් confirm කරන්න.,NORMAL
186,ඔය වගේ අය හරිම ලජ්ජාකරයි 😡…,HATE
187,“අද ටිකක් හොයලා බැලුවාම අනුව COVID cure. share කරන්න!”,DISINFO
188,"එයාලා හරිම අමුතුයි, ඔයාගේ කතාව බොරුයි.",HATE
189,“අදට මේක හරිද කියලා කෙනෙක් confirm කරන්න.”,NORMAL
190,රජය රහසිගත report එකක් කියලා දැනගන්න ලැබුණා. මේක delete කරන්න එපා!!,DISINFO
191,මේක උඹ උඹට තේරෙන්නේ නැද්ද?,HATE
192,අද doctor කෙනෙක් කිව්වා කියලා අනුව Dengue එක රෑකින් හොඳ වෙයි. share කරන්න. 🙄,DISINFO
193,වයිරස් මිරිස් කෑමෙන් cure — හෙටට කලින් වෙනස් වෙනවා කියලා.,DISINFO
194,විදුලි බිල ගැන news එකෙන් අහලා. අඩක් වෙනවා! 🙄,DISINFO
195,ඇත්තටම ඔය වගේ අය හරිම ලජ්ජාකරයි 😡,HATE
196,කටට්ටිය වැඩක් නැති කතාව…,HATE
197,ඇත්තටම doctor කෙනෙක් කිව්වා කියලා අනුව 5G ලෙඩ දෙනවා. share කරන්න…,DISINFO
198,මට අද එක තේරුණා. 👍 🤔,NORMAL
199,ඒ අය හරිම ලජ්ජාකරයි 😡 🙄,HATE
200,“ඉන්ධන මිල හෙටම අඩු කරනවා කියලා official එකෙන් කියලා තියෙනවා (පසුව නැති කරයි). 🤔”,DISINFO
201,ඔයා වගේ අය නිසා වැඩක් වෙන්නේ නැහැ.,HATE
202,අද උඹ රට වට්ටනවා කියලා පේනවා. 🤔,HATE
203,5G brain damage වෙනවා කියලා official එකෙන් කියලා තියෙනවා (පසුව නැති කරයි).,DISINFO
204,ඇත්තටම අද interesting එකක් 😄 😐,NORMAL
205,මේ මට හිතෙන්නේ මේක හොදයි.,NORMAL
206,කට්ටිය මේ වගේ කතා කරන එක හරි නෑෑ.,HATE
207,එයාලා කෝලම් දාන්න එඑපා…,HATE
208,COVID ගැන WhatsApp group එකකින් ආපු info එකක්. හොඳ වෙයි!,DISINFO
209,“එයාලා වැඩක් නැති කතාව. 🤔”,HATE
210,රජය ගැන ආණ්ඩුවේ එකෙක් කියලා. රහසිගත report එකක්!,DISINFO
211,කට්ටිය වගේ අය නිසා වැඩක් වෙනන්නේ නැහැ.,HATE
212,ඇත්තටම Dengue එක රෑකින් හොඳ වෙයි කියලා official එකෙන් කියලා තියෙනවා (පසුව නැති කරයි). 🙄,DISINFO
213,“ඒ අය මෙහෙම කතා කරන එක නවත්තනවද? 😶”,HATE
214,ටිකක් හොයලා බැලුවාම අනුව රජය අලුත් නීතියක් අදින්. share කරන්න!!,DISINFO
215,ආණ්ඩුවේ එකෙක් කියලෑ අනුව වයිරස් මිරිස් කෑමෙන් cure. share කරන්න. 😡,DISINFO
216,5G ලෙඩ දෙනවා කියලා official එකෙන් කියලා තියෙනවා (පසුව නැති කරයි). 😐,DISINFO
217,කට්ටිය මෝඩ කතාවක්.,HATE
218,මට හිතෙන්නේ උඹ මෙහෙම කතා කරන එක නවත්තනවද.,HATE
219,“මේක ඔයාට සුභ දවසක්! 🤔”,NORMAL
220,ඉන්ධන මිල ගැන රහසිගත report එකක් තියෙනවා. අද රෑ announce කරයි!,DISINFO
221,“මට හිතෙන්නේ රජය රහසිගත report එකක් කියල දැනගන්න ලැබුණා. මේක delete කරන්න එපා.”,DISINFO
222,හෙට මේ ගැන තව විස්තර තියෙන්නෙ කොහෙද! 🙄,NORMAL
223,හෙට මෙහෙම කරන්න බැරිද…,NORMAL
224,බැංකු මුදල් අහිමි වෙනවා කියලා official එකෙන් කියලා තියෙනවා (පසුව නැති කරයි).,DISINFO
225,අද මම මට හිතෙන්නේ මේක හොඳයි. 🙂,NORMAL
226,අදම COVID cure කියලා confirm වෙලා තියෙනවා 😳 WhatsApp group එකකින් ආපු info එකක්. 😐,DISINFO
227,උඹ මේ වගේ කතා කරන එක හරි නෑ.,HATE
228,අපි අද ඉස්සරහට බලමු!!,NORMAL
229,ඔයා උඹට තේරෙන්නේ නැද්ද? 😶,HATE
230,ඇත්තටම එක මට හිතෙන්නේ මේක හොඳයි.,NORMAL
231,“5G brain damage වෙනවා කියලා දැනගන්න ලැබුණා. මේක delete කරන්න එපා.”,DISINFO
232,මට හිතෙන්නේ මම අද වැස්ස අඩු වගේ. 🙂,NORMAL
233,"මේක මේක ගැන මට තේරෙන්නෙ නෑ, explain කරන්න පුලුවන්ද?",NORMAL
234,මේක අපි ඔයා ඉස්සරහට බලමු. 🙂,NORMAL
235,මේක මේ ගැන තව විස්තර තියෙන්නෙ කොහෙද!! 😶,NORMAL
236,ඇත්තටම ඒ අය වගගේ අය නිසා වැඩක් වෙන්නේ නැහැ.,HATE
237,කට්ටියය හරිම ලජ්ජාකරයි 😡,HATE
238,කට්ටිය මෙහෙම කතා කරන එක නවත්තනවද!,HATE
239,මට හිතෙන්නේ එයාලා වැඩක් නැති කතාව.!! 😶,HATE
240,මට මම එක තේරුුණා. 👍,NORMAL
241,එයාලා ඉක්මනට අයින් වෙන්න.,HATE
242,Dengue එක රෑකින් හොඳ වෙෙයි කියලා official එකෙන් කියලා තියෙනවා (පසුව නැති කරයි). 😐,DISINFO
243,ඔයා මේක share කරපු එකට ස්තුතිි!!,NORMAL
244,අද මේක share කරපු එකට ස්තුති!! 🙄,NORMAL
245,මේක ඇත්තටම අපි interesting එකක් 😄,NORMAL
246,අද මම වැඩේ සාර්ථකයි කියලා හිතනවා! 😶,NORMAL
247,අද ඉන්ධන මිල හෙටම අඩු කරනවා කියලා දැනගන්න ලැබුණා. මේක delete කරන්න එපා.,DISINFO
248,ඇත්තටම ඔයා interesting එකක් 😄,NORMAL
249,කට්ටිය මේ වගේේ කතා කරන එක හරි නෑ.,HATE
250,ඔයා මේ වගේ කතා කරන එක හරි නෑ..,HATE
251,අද එයාලා රට අහිංසක කකරනවා කියලා පේනවා. 🙄,HATE
252,එයාලා කෝලම් දාන්න එපා.,HATE
253,Dengue ඉක්මනින් cure — හෙටට කලින් වෙනස් වෙනවා කියලා. 😡,DISINFO
254,උඹ උඹට තේරෙන්නේ නැද්ද?,HATE
255,අද Dengue එක රෑකින් හොඳ වෙයි — හෙටට කලලින් වෙනස් වෙනවා කියලා!,DISINFO
256,එයාලා වගේ අය නිසා වැඩක් වෙන්නේ නැහැ. 🙄,HATE
257,“ඇත්තටම WhatsApp group එකකින් ආපු info එකක් අනුව 5G ලෙඩ දෙනවා. share කරන්න!”,DISINFO
258,“උඹ හරිම ලජ්ජාකරයි 😡! 😐”,HATE
259,කට්ටිය ඉතාම නරක අදහසස් දානවා.,HATE
260,උඹ උඹට තේරෙන්නේ නැද්ද?!!!,HATE
261,එක නියමයි 🔥…,NORMAL
262,COVID ගැන WhatsApp group එකකින් ආපු info එකක්. හොඳ වෙයි!,DISINFO
263,මට හිතෙන්නේ ඉන්ධන මිල හෙටම අඩු කරනවා කියලා දැනගන්න ලැබුණා. මේක delete කරන්න එපා.,DISINFO
264,ඔය වගේ අය මෙහෙම කතා කරනන එක නවත්තනවද!!,HATE
265,එයාලා කෝලම් දාන්න එපා! 🤔,HATE
266,news එකෙන් අහලා අනුව රජය රහසිගත report එකක්. share කරන්න. 😐,DISINFO
267,ඇත්තටම හෙට interesting එකක් 😄,NORMAL
268,මම ඔයාට සුභ දවසක්.,NORMAL
269,“උඹ ඉක්මනට අයින් වෙන්න…”,HATE
270,මට හිතෙන්නේ හෙට මේ ගැන තව විස්තර තියෙන්නෙ කොහෙද?,NORMAL
271,COVID cure — හෙටට කලින් වෙනනස් වෙනවා කියලා.,DISINFO
272,කට්ටිය වැඩක් නැති කතාව.,HATE
273,එයාලා මමෝඩ කතාවක්.,HATE
274,"ඒ අය හරිම අමුතුයි, ඔයාගේ කතාව බොරුයි!",HATE
275,ඔය වගේ අය මෙහෙම කතා කරන එක නවත්තනවද. 🙂,HATE
276,internal message එකක් ආවා අනුව 5G brain damage වෙනවා. share කරන්න. 🙂,DISINFO
277,මේක වයිරස් ගැන news එකෙන් අහලා. සුදුළූණු කෑමෙන් cure!,DISINFO
278,මට අපි එක තේරුණා. 👍 😐,NORMAL
279,mmama මේක share කරපු එකට ස්තුති!,NORMAL
280,ඇත්තටම රජය අලුත් නීතියක් අදින් කියලා official එකෙන් කියලා තියෙනවා (පසුව නැති කරයි)…,DISINFO
281,“ඔය මෝඩ කතාවක්.”,HATE
282,WhatsApp group එකකින් ආපු info එකක් අනුව 5G brain damage වෙනවා. share කරන්න. 😶,DISINFO
283,"මම ඔයාගේ අදහස හොඳයි, thanks!",NORMAL
284,"මම ඔයාගේ අදහස හොඳයි, thanks! 🙂",NORMAL
285,ඔයා වගේ අය නිසා වැඩක් වෙන්නේ නැහැ. 😡,HATE
286,මම මේ ගැන තව විස්තර තියෙන්නෙ කොහෙද?,NORMAL
287,අද අදට මේක හරිද කියලා කෙනෙක් confirm කරන්න. 🙄,NORMAL
288,“අද doctorr කෙනෙක් කිව්වා කියලා අනුව වයිරස් මිරිස් කෑමෙන් cure. share කරන්න.… 😶”,DISINFO
289,කට්ටිය හරිමම ලජ්ජාකරයි 😡,HATE
290,අපි අද ඉස්සරහට බලමු. 😶,NORMAL
291,මේක මේ ගැන තව විස්තර තියෙන්නෙ කොහෙද!,NORMAL
292,අද අද මේක හරිද කියලා කෙනෙක් confirm කරන්න.,NORMAL
293,COVID ගැන ආණ්ඩුවේ එකෙක් කියලා. cure!,DISINFO
294,අපි හෙට ඉස්සරහට බලමු.,NORMAL
295,"උඹ හරිම අමුතුයි, ඔයාගේ කතාව බොරුයි.!!",HATE
296,ඇත්තටම ඔය වගේ අය ඉක්මනට අයින් වෙන්න.,HATE
297,කට්ටිය වැඩක් නැති කතාව. 🤔,HATE
298,"අද ඒ අය හරිම අමුතුයි, ඔයාගේ කතාව බොරුයි.",HATE
299,විදුලි බිල free කරයි කියල දැනගන්න ලැබුණා. මේක delete කරන්න එපා.,DISINFO
300,උඹ ඉතාම නරක අදහස් දානවා.… 🙄,HATE
301,අදම රජය රහසිගත report එකක් කියලා confirm වෙලා තියෙනවා 😳 news එකෙන් අහලා.,DISINFO
302,ඔය වගේ අය ඉක්මන අයින් වෙන්න.,HATE
303,ඔය වගේ අය හරිම ලජ්ජාකරයි 😡!,HATE
304,ඔයා මෝඩ කතාවක්… 😶,HATE
305,"මේ මේක ගැන මට තේරෙන්නෙ නැහැ, explain කරන්න පුලුවන්ද? 😶",NORMAL
306,බැංකු ගැන news එකෙන් අහලා. accounts freeze කරනවා! 🙂,DISINFO
307,ඇත්තටම ආණ්ඩුවේ එකෙක් කියලා අනුව ඉන්ධන මිල අද රෑ announce කරයි. share කරන්න!!,DISINFO
308,හෙට වැඩේ සාර්ථකයි කියලෑ හිතනවා.,NORMAL
309,වයිරස් ගැන WhatsApp group එකකින් ආපු info එකක්. සුදුළූණු කෑමෙන් cure! 🙂,DISINFO
310,උඹ ඉතාම නරක අදහස් දානවා.,HATE
311,බැංකු මුදල් අහිමි වෙනවා — හෙටට කලින් වෙනස් වෙනවා කියලා!,DISINFO
312,අද ඒ අය හරිම ලජ්ජාකරයි 😡…,HATE
313,බැංකු ගැන ටිකක් හොයලා බැලුවාම. මුදල් අහිමි වෙනවා!,DISINFO
