text,label,flag_words
වෛද්‍යවරුන් ගැන ලෙඩක් හදාගෙන මිනිස්සු බය කරනවා ගොඩක් අය කියනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,"තහවුරු, කරනවා, මිනිස්සු, සත්යද තහවුරු කරගන්න, සත්යද තහවුරු, තහවුරු කරගන්න"
යූටියුබර්ලා ගැන පිටරටවලින් මුදල් ගන්නවා ඇතුලේ කෙනෙක් කියනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,"ඇතුලේ කෙනෙක්, තහවුරු, සත්යද තහවුරු කරගන්න, සත්යද තහවුරු, තහවුරු කරගන්න, සත්යද"
"බ්ලොග් ලියන අය ගැන අදහස් වෙනස් වෙන්න පුළුවන්, නමුත් හැමෝම එහෙම නෙවෙයි.",NORMAL,
"පුවත් ආයතන ඇතැම් සතියකට වරක් වගේ අධික වේගයෙන් වගේ ලගාවෙන් බලද්දි වෙනස් වෙන්න පුළුවන්, හැබැයි හැමෝම ඒකට අයිති නෑ.",NORMAL,
"රාජ්‍ය සේවකයන් ඇතැම් අවස්ථාවල වැඩි වගකීම වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
ඔයාලා කරන වැඩෙන් මිනිස්සුන්ට අමාරු කරනවා. දැන්ම හදාගන්න! ඒකයි.,HATE,"ඒකයි, කරනවා, කරන වැඩෙන්, වැඩෙන්, කරන, හදාගන්න"
ඔය admin ලා හරිම හරිම අප්පිරියයි නේද? මොළේ යොදාගන්න!,HATE,"අප්පිරියයි, අප්පිරිය, admin, මොළේ යොදාගන්න, යොදාගන්න, මොළේ"
"රාජ්‍ය සේවකයන් සතියකට වරක් වගේ වැඩි පාරදර්ශිතාව වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
ඔය ටීම් එක ඇත්තටම අසාර්ථකයි. නවත්තන්න! ඒකයි.,HATE,"නවත්තන්න, ඒකයි, ඇත්තටම, ටීම්, අසාර්ථකයි, නවත්තන්න ඒකයි"
ඔය admin ලා කියන දේ අහන්නත් අමාරුයි. බොහොම අසාර්ථකයි. මොළේ යොදාගන්න! හරිද?,HATE,"හරිද, admin, අහන්නත් අමාරුයි, අහන්නත්, අමාරුයි, මොළේ යොදාගන්න"
යූටියුබර්ලා අදාල තත්ත්වය අනුව අවධානය අඩු වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්. හැබැයි හැමෝම ඒකට අයිති නෑ.,NORMAL,
"පුවත් ආයතන සමහර මේ දවස්වල අසමතුලිත වගේ ලගාවෙන් බලද්දි වෙනස් වෙන්න පුළුවන්, ඒත් හැමෝම එහෙම නෙවෙයි.",NORMAL,
ඔය සෙට් එක හැමදාම මෙහෙමයි: වගකීමක් නෑ. මිනිස්සුන්ට අමාරු කරනවා දැන් බලන්න.,HATE,"බලන්න, කරනවා, සෙට්, හැමදාම මෙහෙමයි, හැමදාම, මෙහෙමයි"
"ගුරුවරුන් කියනවා පිටරටවලින් මුදල් ගන්නවා, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,"සාක්ෂි, ඒකට, ඒකට හොඳ සාක්ෂි, හොඳ සාක්ෂි, ඒකට හොඳ, හොඳ"
"රාජ්‍ය සේවකයන් කුඩා පිරිසක් අදාල තත්ත්වය අනුව අවධානය අඩු වගේ අඩුපාඩු පේන්න පුළුවන්, නමුත් හැමෝම එහෙම නෙවෙයි.",NORMAL,
"රාජ්‍ය සේවකයන් අදාල තත්ත්වය අනුව වැඩි ආචාරධර්ම වැඩිපුර තබාගන්න ඕන, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
ඔය ටීම් එක ඇත්තටම ඇත්තටම නරකයි. මොළේ යොදාගන්න!,HATE,"ඇත්තටම, ටීම්, මොළේ යොදාගන්න, යොදාගන්න, මොළේ, ඇත්තටම නරකයි"
සමාජ මාධ්‍ය පරිශීලකයන් වෙන වෙන වෙලාවට අධික වේගයෙන් වගේ වගේ හැඟෙන්න පුළුවන්. හැබැයි හැමෝම ඒකට අයිති නෑ.,NORMAL,
"පුවත් ආයතන කුඩා පිරිසක් ඇතැම් අවස්ථාවල අපැහැදිලි වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්, හැබැයි හැමෝම ඒකට අයිති නෑ.",NORMAL,
ඔය පිරිස හරිම ඇත්තටම නරකයි. මොළේ යොදාගන්න! නෙමෙයිද?,HATE,"ඇත්තටම, මොළේ යොදාගන්න, යොදාගන්න, මොළේ, පිරිස, ඇත්තටම නරකයි"
"වෘත්තීයවේදීන් හෙළිවුණා කියලා කියනවා බේරාගන්න නීති රහසේ වෙනස් කරනවා, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,"රහසේ, හෙළිවුණා, කරනවා, සාක්ෂි, වෙනස්, ඒකට"
"කාර්ය මණ්ඩලය කීප දෙනෙක් අවස්ථා කිහිපයකදී අසමතුලිත වගේ අඩුපාඩු පේන්න පුළුවන්, නමුත් බහුතරය එහෙම නෙවෙයි.",NORMAL,
"කාර්ය මණ්ඩලය කිහිපදෙනෙක් කාලෙකට කාලෙට පක්ෂපාති වගේ ලගාවෙන් බලද්දි වෙනස් වෙන්න පුළුවන්, නමුත් බහුතරය එහෙම නෙවෙයි.",NORMAL,
"පුවත් ආයතන ගැන අදහස් වෙනස් වෙන්න පුළුවන්, ඒත් හැමෝම එකම විදිය නෑ.",NORMAL,
"හෙළිවුණා කියලා කියනවා පුවත් ආයතන පිටරටවලින් මුදල් ගන්නවා කියලා, මමත් තහවුරු කරලා නැහැ.",DISINFO,"හෙළිවුණා, තහවුරු, මමත් තහවුරු, මමත්, පිටරටවලින් මුදල් ගන්නවා, මුදල් ගන්නවා"
ඔයාලාට ලජ්ජා නැද්ද? මෙහෙම කරන්නේ හරිම අප්පිරියයි,HATE,"අප්පිරියයි, අප්පිරිය, කරන්නේ, ලජ්ජා නැද්ද මෙහෙම, නැද්ද මෙහෙම කරන්නේ, ලජ්ජා නැද්ද"
කණ්ඩායම් නායකයෝ මේ දවස්වල පක්ෂපාති වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්. හැබැයි හැමෝම ඒකට අයිති නෑ.,NORMAL,
යූටියුබර්ලා කාලෙකට කාලෙට අසමතුලිත වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්. නමුත් බහුතරය එහෙම නෙවෙයි.,NORMAL,
යූටියුබර්ලා කාලෙකට කාලෙට අසමතුලිත වගේ පෙනෙන්න පුළුවන්. ඒත් හැමෝම එකම විදිය නෑ.,NORMAL,
"වෛද්‍යවරුන් අතුරින් කිහිපය පසුගිය කාලේදී අපැහැදිලි වගේ ලගාවෙන් බලද්දි වෙනස් වෙන්න පුළුවන්, නමුත් හැමෝම එහෙම නෙවෙයි.",NORMAL,
ඔයා බොරුව දැන් බලන්න.,HATE,"බොරුව, බොරු, බලන්න, බොරුව බලන්න"
වෛද්‍යවරුන් අවස්ථා කිහිපයකදී අපැහැදිලි වගේ වගේ හැඟෙන්න පුළුවන්. නමුත් හැමෝම එහෙම නෙවෙයි.,NORMAL,
වෛද්‍යවරුන් පසුගිය කාලේදී අධික වේගයෙන් වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්. නමුත් බහුතරය එහෙම නෙවෙයි.,NORMAL,
ඔයා හරිම ලජ්ජාවක්. ආයෙම කරන්නේ නැතුව ඉන්න! දැන් බලන්න.,HATE,"කරන්නේ, බලන්න, කරන්නේ නැතුව ඉන්න, ආයෙම කරන්නේ නැතුව, නැතුව ඉන්න, කරන්නේ නැතුව"
"වෛද්‍යවරුන් කිහිපදෙනෙක් ඇතැම් අවස්ථාවල අඩු සාක්ෂි වගේ වගේ හැඟෙන්න පුළුවන්, නමුත් බහුතරය එහෙම නෙවෙයි.",NORMAL,
රාජ්‍ය සේවකයන් සතියකට වරක් වගේ පක්ෂපාති වගේ වගේ හැඟෙන්න පුළුවන්. නමුත් බහුතරය එහෙම නෙවෙයි.,NORMAL,
"ගුරුවරුන් කතාවක් යනවා රහසේ පාලනයක් තියෙනවා, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,"රහසේ, සාක්ෂි, ඒකට, තියෙනවා, ඒකට හොඳ සාක්ෂි, හොඳ සාක්ෂි"
"යූටියුබර්ලා කීප දෙනෙක් අවස්ථා කිහිපයකදී පක්ෂපාති වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්, එහෙම කියලා හැමෝම නෑ.",NORMAL,
ඔය පාලකයෝ හැමදාම මෙහෙමයි: වැඩකට නැහැ. වෙන අයට හානියක් කරනවා හරිද?,HATE,"කරනවා, හරිද, හැමදාම මෙහෙමයි, හැමදාම, මෙහෙමයි, පාලකයෝ"
ගුරුවරුන් අවස්ථා කිහිපයකදී අතිශය සරල වගේ අඩුපාඩු පේන්න පුළුවන්. ඒත් හැමෝම එහෙම නෙවෙයි.,NORMAL,
"දේශපාලකයන් ප්‍රතිඵල අගය වෙනස් කරලා ජයගන්නවා හෙළිවුණා කියලා කියනවා, නමුත් නිල තොරතුරු නැහැ.",DISINFO,"හෙළිවුණා, වෙනස්, තොරතුරු, ප්රතිඵල, නමුත් නිල තොරතුරු, නිල තොරතුරු"
වෘත්තීයවේදීන් අදාල තත්ත්වය අනුව අඩු සාක්ෂි වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්. නමුත් බහුතරය එහෙම නෙවෙයි.,NORMAL,
"ටික්ටොක්කර්ලා කීප දෙනෙක් සතියකට වරක් වගේ පක්ෂපාති වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්, ඒත් හැමෝම එහෙම නෙවෙයි.",NORMAL,
"දේශපාලකයන් අතුරින් කිහිපය පසුගිය කාලේදී අතිශය සරල වගේ ලගාවෙන් බලද්දි වෙනස් වෙන්න පුළුවන්, හැබැයි හැමෝම ඒකට අයිති නෑ.",NORMAL,
ඔය ටීම් එක හැමදාම මෙහෙමයි: වැඩකට නැහැ. බොරුව පතුරවනවා දැන් බලන්න.,HATE,"බොරුව, බොරු, පතුරවනවා, බලන්න, ටීම්, හැමදාම මෙහෙමයි"
මිනිස්සු කියන විදියට දේශපාලකයන් ප්‍රතිඵල අගය වෙනස් කරලා ජයගන්නවා. සාක්ෂි දාලා නැහැ.,DISINFO,"සාක්ෂි, වෙනස්, ප්රතිඵල, මිනිස්සු, ප්රතිඵල අගය වෙනස්, අගය වෙනස් ජයගන්නවා"
ඔය කණ්ඩායම අතිශය වැඩකට නැහැ නේද? නවත්තන්න! නෙමෙයිද?,HATE,"නවත්තන්න, කණ්ඩායම, වැඩකට, අතිශය, වැඩකට නවත්තන්න, අතිශය වැඩකට"
ඔය admin ලා අන්ධ හැසිරීම හරිද?,HATE,"හරිද, admin, අන්ධ හැසිරීම, හැසිරීම, අන්ධ, අන්ධ හැසිරීම හරිද"
"කතාවක් යනවා පොලිස් නිලධාරීන් ප්‍රතිඵල අගය වෙනස් කරලා ජයගන්නවා කියලා, මමත් තහවුරු කරලා නැහැ.",DISINFO,"තහවුරු, වෙනස්, ප්රතිඵල, මමත් තහවුරු, මමත්, කතාවක් යනවා"
මිනිස්සු කියන විදියට ටික්ටොක්කර්ලා ප්‍රතිඵල අගය වෙනස් කරලා ජයගන්නවා. සාක්ෂි දාලා නැහැ.,DISINFO,"සාක්ෂි, වෙනස්, ප්රතිඵල, මිනිස්සු, ප්රතිඵල අගය වෙනස්, අගය වෙනස් ජයගන්නවා"
වෛද්‍යවරුන් ගැන කතා කරනකොට සාක්ෂි/දත්ත බලන්න ඕන. නමුත් හැමෝම එහෙම නෙවෙයි.,NORMAL,
වෛද්‍යවරුන් ගැන කතා කරනකොට සාක්ෂි/දත්ත බලන්න ඕන. නමුත් බහුතරය එහෙම නෙවෙයි.,NORMAL,
ඔය පාලකයෝ හැමදාම මෙහෙමයි: කට්ට කාලයක් නාස්ති. වෙන අයට හානියක් කරනවා ඒකයි.,HATE,"ඒකයි, කරනවා, හැමදාම මෙහෙමයි, හැමදාම, මෙහෙමයි, පාලකයෝ"
ඔය පාලකයෝ කරන වැඩෙන් වෙන අයට හානියක් කරනවා. නවත්තන්න! ඒකයි.,HATE,"නවත්තන්න, ඒකයි, කරනවා, කරන වැඩෙන්, වැඩෙන්, කරන"
රාජ්‍ය සේවකයන් වෙන වෙන වෙලාවට අපැහැදිලි වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්. නමුත් බහුතරය එහෙම නෙවෙයි.,NORMAL,
"ගුරුවරුන් වෙන වෙන වෙලාවට වැඩි දත්ත/සාක්ෂි සමඟ වැඩිපුර පැහැදිලි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
"රාජ්‍ය සේවකයන් කියනවා සියල්ලම නියම කරන්නේ එක රහස් කණ්ඩායමක්, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,"රහස්, සාක්ෂි, ඒකට, ඒකට හොඳ සාක්ෂි, හොඳ සාක්ෂි, ඒකට හොඳ"
මිනිස්සු කියන විදියට මාධ්යවේදීන් පිටරටවලින් මුදල් ගන්නවා. සාක්ෂි දාලා නැහැ.,DISINFO,"සාක්ෂි, මිනිස්සු, පිටරටවලින් මුදල් ගන්නවා, මුදල් ගන්නවා, පිටරටවලින් මුදල්, මුදල්"
මිනිස්සු කියන විදියට දේශපාලකයන් පිටරටවලින් මුදල් ගන්නවා. සාක්ෂි දාලා නැහැ.,DISINFO,"සාක්ෂි, මිනිස්සු, පිටරටවලින් මුදල් ගන්නවා, මුදල් ගන්නවා, පිටරටවලින් මුදල්, මුදල්"
"මාධ්යවේදීන් සතියකට වරක් වගේ වැඩි පාරදර්ශිතාව වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
"රාජ්‍ය සේවකයන් අතුරින් කිහිපය අලුත් ප්‍රවණතාවයක් වෙලා අධික වේගයෙන් වගේ පෙනෙන්න පුළුවන්, නමුත් හැමෝම එහෙම නෙවෙයි.",NORMAL,
"දේශපාලකයන් ඇතැම් අවස්ථාවල වැඩි නිවැරදි කිරීමක් (correction) දාන්න ඕන, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
එයාලා හරිම වැඩකට නැහැ නේද? කඩිනම්ව වෙනස් වෙන්න!,HATE,"කඩිනම්ව වෙනස් වෙන්න, කඩිනම්ව වෙනස්, කඩිනම්ව, වැඩකට, එයාලා, වෙනස් වෙන්න"
"ගුරුවරුන් කිහිපදෙනෙක් සතියකට වරක් වගේ අපැහැදිලි වගේ අඩුපාඩු පේන්න පුළුවන්, නමුත් බහුතරය එහෙම නෙවෙයි.",NORMAL,
ගුරුවරුන් ගැන දත්ත මාරු කරලා ප්‍රතිඵල වෙනස් කරනවා කතාවක් යනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,"තහවුරු, කරනවා, වෙනස්, වෙනස් කරනවා, ප්රතිඵල, සත්යද තහවුරු කරගන්න"
ඔයා හදවතින්ම අසභ්‍ය වැඩ. දැන්ම හදාගන්න! දැන් බලන්න.,HATE,"අසභ්‍ය, බලන්න, වැඩ, හදාගන්න, හදවතින්ම, අසභ්ය වැඩ"
"මාධ්යවේදීන් කිහිපදෙනෙක් කාලෙකට කාලෙට අසමතුලිත වගේ ලගාවෙන් බලද්දි වෙනස් වෙන්න පුළුවන්, ඒත් හැමෝම එකම විදිය නෑ.",NORMAL,
"යූටියුබර්ලා රහසේ මොකක්හරි කරනවා ඇතුලේ කෙනෙක් කියනවා, නමුත් පරීක්ෂා කරලා නැහැ.",DISINFO,"රහසේ, ඇතුලේ කෙනෙක්, කරනවා, කෙනෙක්, ඇතුලේ, නමුත්"
"සමාජ මාධ්‍ය පරිශීලකයන් සියල්ලම නියම කරන්නේ එක රහස් කණ්ඩායමක් ගොඩක් අය කියනවා, නමුත් නිල තොරතුරු නැහැ.",DISINFO,"රහස්, තොරතුරු, නමුත් නිල තොරතුරු, නිල තොරතුරු, නමුත් නිල, නිල"
ඔයාලා හරිම කට්ට කාලයක් නාස්ති. දැන්ම හදාගන්න! දැන් බලන්න.,HATE,"බලන්න, හදාගන්න, කට්ට කාලයක් නාස්ති, කාලයක් නාස්ති, කට්ට කාලයක්, නාස්ති"
ඔය ටීම් එක කරන වැඩෙන් බොරුව පතුරවනවා. වගකීම ගන්න! නෙමෙයිද?,HATE,"වගකීම ගන්න, බොරුව, බොරු, පතුරවනවා, වගකීම, ටීම්"
සමාජ මාධ්‍ය පරිශීලකයන් කාලෙකට කාලෙට අතිශය සරල වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්. ඒත් හැමෝම එහෙම නෙවෙයි.,NORMAL,
"වෘත්තීයවේදීන් ඇතැම් සමහර වෙලාවට අවධානය අඩු වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්, හැබැයි හැමෝම ඒකට අයිති නෑ.",NORMAL,
"පුවත් ආයතන කාලෙකට කාලෙට වැඩි වගකීම වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
සමාජ මාධ්‍ය පරිශීලකයන් පසුගිය කාලේදී අඩු සාක්ෂි වගේ අඩුපාඩු පේන්න පුළුවන්. නමුත් හැමෝම එහෙම නෙවෙයි.,NORMAL,
පුවත් ආයතන වෙන වෙන වෙලාවට අපැහැදිලි වගේ පෙනෙන්න පුළුවන්. ඒත් හැමෝම එකම විදිය නෑ.,NORMAL,
"වෛද්‍යවරුන් කීප දෙනෙක් අදාල තත්ත්වය අනුව අධික වේගයෙන් වගේ ලගාවෙන් බලද්දි වෙනස් වෙන්න පුළුවන්, එහෙම කියලා හැමෝම නෑ.",NORMAL,
ඔයාලා හරිම බොරුව නේද? කඩිනම්ව වෙනස් වෙන්න! දැන් බලන්න.,HATE,"බොරුව, බොරු, බලන්න, කඩිනම්ව වෙනස් වෙන්න, කඩිනම්ව වෙනස්, කඩිනම්ව"
"බ්ලොග් ලියන අය ගැන අදහස් වෙනස් වෙන්න පුළුවන්, ඒත් හැමෝම එහෙම නෙවෙයි.",NORMAL,
වෛද්‍යවරුන් අලුත් ප්‍රවණතාවයක් වෙලා අපැහැදිලි වගේ වගේ හැඟෙන්න පුළුවන්. ඒත් හැමෝම එකම විදිය නෑ.,NORMAL,
මේක ඔය පිරිසගේ පුරුද්දක් වගේ—හරිම අප්පිරියයි දැන් බලන්න.,HATE,"අප්පිරියයි, අප්පිරිය, බලන්න, මේක, පුරුද්දක්, පිරිසගේ"
ඔය පාලකයෝ වැඩේ සහමුලින්ම කට්ට කාලයක් නාස්ති. සමාජය අවුල් කරනවා. කඩිනම්ව වෙනස් වෙන්න!,HATE,"කරනවා, වැඩේ, කඩිනම්ව වෙනස් වෙන්න, කඩිනම්ව වෙනස්, කඩිනම්ව, පාලකයෝ"
ඔය admin ලා කරන වැඩෙන් වැඩක් නැති වාද කරන්නෙ. මොළේ යොදාගන්න! ඒකයි.,HATE,"ඒකයි, නැති, admin, කරන වැඩෙන්, මොළේ යොදාගන්න, වැඩෙන්"
"ගුරුවරුන් මේ දවස්වල වැඩි තහවුරු කරලා කියන්න ඕන, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
"කණ්ඩායම් නායකයෝ කිහිපදෙනෙක් කාලෙකට කාලෙට අපැහැදිලි වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්, නමුත් බහුතරය එහෙම නෙවෙයි.",NORMAL,
මේක ඔයාගේ පුරුද්දක් වගේ—වැඩකට නැහැ හරිද?,HATE,"හරිද, මේක, පුරුද්දක්, වැඩකට, ඔයාගේ, මේක ඔයාගේ පුරුද්දක්"
ඔය පිරිස කරන වැඩෙන් වැඩක් නැති වාද කරන්නෙ. දැන්ම හදාගන්න! දැන් බලන්න.,HATE,"බලන්න, නැති, කරන වැඩෙන්, වැඩෙන්, කරන, හදාගන්න"
"වෛද්‍යවරුන් සතියකට වරක් වගේ වැඩි දත්ත/සාක්ෂි සමඟ වැඩිපුර පැහැදිලි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,
වෛද්‍යවරුන් සතියකට වරක් වගේ අවධානය අඩු වගේ වගේ හැඟෙන්න පුළුවන්. ඒත් හැමෝම එහෙම නෙවෙයි.,NORMAL,
"මාධ්යවේදීන් කිහිපදෙනෙක් අවස්ථා කිහිපයකදී අතිශය සරල වගේ වගේ හැඟෙන්න පුළුවන්, ඒත් හැමෝම එහෙම නෙවෙයි.",NORMAL,
මාධ්යවේදීන් සතියකට වරක් වගේ අතිශය සරල වගේ අඩුපාඩු පේන්න පුළුවන්. නමුත් බහුතරය එහෙම නෙවෙයි.,NORMAL,
වෘත්තීයවේදීන් වෙන වෙන වෙලාවට පක්ෂපාති වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්. ඒත් හැමෝම එකම විදිය නෑ.,NORMAL,
රාජ්‍ය සේවකයන් පසුගිය කාලේදී අතිශය සරල වගේ අඩුපාඩු පේන්න පුළුවන්. ඒත් හැමෝම එකම විදිය නෑ.,NORMAL,
