id,text,label
53,🫠 අපිට දැනගන්න ලැබුණේ පස්සේ දවස් 3න්ම ලොකු lockdown එකක් එනවාලු කියලා. නිකංම හිතන්න එපා?!,DISINFO
54,🤔 පස්සේ ටිකක් වැඩ කළා!!,NORMAL
55,✅ වෛද්‍යවරු කිව්වේ ආහාරමය සම්බලවෙන දේවල් කන්න කියලා. ඒක සාමාන්‍ය උපදෙස් වගේ…,NORMAL
56,ඔයා වගේ කෙනෙක් එක්ක වැඩ කරන්නේ දුෂ්කරයි fact-check,HATE
57,අපිට දැනගන්න ලැබුණේ බෙහෙත් නැතුවම 100% cure කියලා කියලා. නිකංම හිතන්න එපා?! 🤔,DISINFO
58,වෛද්‍යවරු කිව්වේ ආහාරමය සම්බලවෙන දේවල් කන්න කියලා. ඒක සාමාන්‍ය උපදෙස් වගේ?! ⚠️,NORMAL
59,🙂 මම AI ගැන ලිපියක් කියවලා සාරාංශයක් ලියලා තියාගත්තා…,NORMAL
60,මම සමාජ මාධ්‍ය ගැන ලිපියක් කියවලා සාරාංශයක් ලියලා තියාගත්තා! 📌,NORMAL
61,අපිට දැනගන්න ලැබුණේ පස්සේ දවස් 3න්ම ලොකු lockdown එකක් එනවාලු කියලා. නිකංම හිතන්න එපා!! 😅,DISINFO
62,වෛද්‍යවරු මේක හංගනවාලු: ඉදිරියට දවස් 7ක් තුළ අනිවාර්යයෙන්ම ජාලය වැටෙනවා! 🤔,DISINFO
63,😐 දැන් ඉවරයි—ඔයාට ලජ්ජා නැද්ද? අඩුම තරමින් උත්සාහ කරන්න…,HATE
64,🫠 ඔයා හරිම අඬාල එකක්,HATE
65,අද මම ගෙදරට ආසන්න සුපර්මාකට් එකට ගිහින් බිස්කට් අරගෙන ආවා. 😶,NORMAL
66,📌 ඔයා හරිම අනුකම්පාත්මක එකක්.,HATE
67,අද මම ඔෆිස් එකට ගිහින් කෝපි එකක් අරගෙන ආවා?! 😅,NORMAL
68,📰 ඔයාලට කියන්න තියෙන්නේ එකයි—මේ තේ එකෙන් පරික්ෂණයකින් 99%ක් හොඳ වෙනවා කියලා…,DISINFO
69,ඔයාගේ වැඩේ හරිම අලසයි; අඩුම තරමින් උත්සාහ කරන්න?! ✅,HATE
70,පස්සේ ටිකක් වැඩ කළා! 📰,NORMAL
71,📌 ඒ වගේ අකුරු නැති කෙනෙක්ට කතා කරලා වැඩක් නෑ!!,HATE
72,තොරතුරු තහවුරු කිරීම ගැන අලුත්ම 'leak' එක: mobile tower එකෙන් රෝගය එන්න හේතුව වෙනවාලු!! ✅,DISINFO
73,මම තොරතුරු තහවුරු කිරීම ගැන ලිපියක් කියවලා සාරාංශයක් ලියලා තියාගත්තා! 🫠 bro,NORMAL
74,🙂 ඒ වගේ අහංකාර කෙනෙක්ට කතා කරලා වැඩක් නෑ!,HATE
75,අපිට දැනගන්න ලැබුණේ පස්සේ දවස් 3න්ම ලොකු lockdown එකක් එනවාලු කියලා. නිකංම හිතන්න එපා ✅,DISINFO
76,ඔයා හරිම බූරුවා එකක්!!,HATE
77,"😐 මේක ගැන රහසිගත report එකක් නෙවෙයි, සරල වාර්තාවක් විතරයි?!",NORMAL
78,අද මම බස් ස්ටෑන්ඩ් එකට ගිහින් පාන් එකක් අරගෙන ආවා.,NORMAL
79,ඔයා හරිම අනුකම්පාත්මක එකක් 😅,HATE
80,අදම share කරන්න: COVID එක 2 දවස්කින් පමණක් ඉවර කරන රහස් ක්‍රමයක් තියෙනවා කියලා 'proof' එක්ක post එකක් ගියා! 😶,DISINFO
81,ඔයා හරිම අඬාල එකක්. 🤔,HATE
82,ඔයාලට කියන්න තියෙන්නේ එකයි—mobile tower එකෙන් රෝගය එන්න හේතුව වෙනවාලු,DISINFO
83,🫠 කෙනෙක් කිව්වා mobile tower එකෙන් රෝගය එන්න හේතුව වෙනවාලු කියලා; හැමෝම කියන නිසා සත්‍ය වෙයි වගේ! fact-check,DISINFO
84,රහසිගත report එකකට අනුව ඉඟුරු කෑමෙන් ආරක්ෂාව 100% වෙලා තියෙනවා කියලා කියනවා 😶,DISINFO
85,🙂 මට හිතෙන්නේ මේ news එක බලලා ඉවර වෙලා fact-check කරන්න හොඳයි!!,NORMAL
86,🫠 පස්සේ ටිකක් exercise කළා,NORMAL
87,වෛද්‍යවරු කිව්වේ නිදාගන්න වෙලාව සකස් කරන්න කියලා. ඒක සාමාන්‍ය උපදෙස් වගේ?! ✅,NORMAL
88,ඒ කෙනාට නම් හරිම අකුරු නැති ගතියක් තියෙන්නේ?! 📰,HATE
89,✅ AI ගැන අලුත්ම 'leak' එක: COVID එක 2 දවස්කින් පමණක් ඉවර කරන රහස් ක්‍රමයක් තියෙනවා?! source,DISINFO
90,ඒ වගේ අලස කෙනෙක්ට කතා කරලා වැඩක් නෑ?! 😶,HATE
91,සර්කාරය මේක හංගනවාලු: අලුත් vaccine එකෙන් මතකය මැකෙනවා කියලා report එකක් තියෙනවා. 😐,DISINFO
92,මම COVID ගැන ලිපියක් කියවලා සාරාංශයක් ලියලා තියාගත්තා!!,NORMAL
93,"මගේ යාලුවා කියනවා ඔය දේ ටිකක් අමාරුයි කියලා, ඒක අසාධාරණ නැහැ වගේ 😐",NORMAL
94,අද මම වැඩට ගිහින් දවල් කෑම අරගෙන ආවා 📌,NORMAL
95,අද මම ඔෆිස් එකට ගිහින් බිස්කට් අරගෙන ආවා?! 🙄,NORMAL
96,📌 දැන් ඉවරයි—ඔයාට ලජ්ජා නැද්ද? අඩුම තරමින් උත්සාහ කරන්න?!,HATE
97,📌 වෛද්‍යවරු කිව්වේ අත් සෝදාගන්න කියලා. ඒක සාමාන්‍ය උපදෙස් වගේ…,NORMAL
98,😶 වෛද්‍යවරු කිව්වේ නිදාගන්න වෙලාව සකස් කරන්න කියලා. ඒක සාමාන්‍ය උපදෙස් වගේ?!,NORMAL
99,මාධ්‍ය මේක හංගනවාලු: අලුත් vaccine එකෙන් මතකය මැකෙනවා කියලා report එකක් තියෙනවා,DISINFO
100,මේක විශ්වාස කරන්න: ඉදිරියට දවස් 7ක් තුළ අනිවාර්යයෙන්ම ජාලය වැටෙනවා (source: anonymous) ✅,DISINFO
101,😅 කෙනෙක් කිව්වා අලුත් vaccine එකෙන් මතකය මැකෙනවා කියලා report එකක් තියෙනවා කියලා; හැමෝම කියන නිසා සත්‍ය වෙයි වගේ,DISINFO
102,🙂 වෛද්‍යවරු කිව්වේ ජලය හොඳට බොන්න කියලා. ඒක සාමාන්‍ය උපදෙස් වගේ,NORMAL
103,🙄 අපි හෙට මිතුරන් හමුවෙන්න යන්න හිතාගෙන ඉන්නවා?!,NORMAL
104,ඒ කෙනාට නම් හරිම අනුකම්පාත්මක ගතියක් තියෙන්නේ 😅,HATE
105,😐 ඒ වගේ අඬාල කෙනෙක්ට කතා කරලා වැඩක් නෑ,HATE
106,📰 ඔයා හරිම බූරුවා එකක්?!,HATE
107,රහසිගත report එකකට අනුව ගුණාත්මක සුවඳ තෙල් වලින් රෝගය නැතිවීම වෙලා තියෙනවා කියලා කියනවා?!,DISINFO
108,මට හිතෙන්නේ මේ news එක බලලා ඉවර වෙලා fact-check කරන්න හොඳයි… 🫠,NORMAL
109,😅 අපි හෙට මිතුරන් හමුවෙන්න යන්න හිතාගෙන ඉන්නවා,NORMAL
110,ඒ කෙනාට නම් හරිම අහංකාර ගතියක් තියෙන්නේ!! 😶,HATE
111,අද කාලගුණය ටිකක් වෙනස්; වැස්සට ලඟයි වගේ. 😶 bro,NORMAL
112,"අනේ මචං, ඔයා අකුරු නැති නෙවෙයිද!! ⚠️",HATE
113,කෙනෙක් කිව්වා මේ තේ එකෙන් පරික්ෂණයකින් 99%ක් හොඳ වෙනවා කියලා කියලා; හැමෝම කියන නිසා සත්‍ය වෙයි වගේ! 📰,DISINFO
114,අපිට දැනගන්න ලැබුණේ පස්සේ දවස් 3න්ම ලොකු lockdown එකක් එනවාලු කියලා. නිකංම හිතන්න එපා… ✅,DISINFO
115,වෛද්‍යවරු මේක හංගනවාලු: අලුත් vaccine එකෙන් මතකය මැකෙනවා කියලා report එකක් තියෙනවා!! 📰,DISINFO
116,ඔයාගේ වැඩේ හරිම අලසයි; තේරුම් ගන්නකෝ 😐,HATE
117,අපිට දැනගන්න ලැබුණේ රට පුරා ලක්ෂ 5ක් දවසකින්ම අසනීප වෙලා තියෙනවාලු කියලා. නිකංම හිතන්න එපා 📌,DISINFO
118,ඔයා හරිම අනුකම්පාත්මක එකක්. ✅,HATE
119,මේක විශ්වාස කරන්න: ඉදිරියට දවස් 7ක් තුළ අනිවාර්යයෙන්ම ජාලය වැටෙනවා (source: anonymous)… 🙂,DISINFO
120,ඔයාලට කියන්න තියෙන්නේ එකයි—ඉදිරියට දවස් 7ක් තුළ අනිවාර්යයෙන්ම ජාලය වැටෙනවා! 😅,DISINFO
121,ඒ වගේ අනුකම්පාත්මක කෙනෙක්ට කතා කරලා වැඩක් නෑ 😅,HATE
122,පස්සේ ටිකක් වැඩ කළා!! ⚠️,NORMAL
123,සර්කාරය මේක හංගනවාලු: COVID එක 2 දවස්කින් පමණක් ඉවර කරන රහස් ක්‍රමයක් තියෙනවා!! 😐,DISINFO
124,පස්සේ ටිකක් සංගීතය අහලා කළා 🫠,NORMAL
125,😐 වෛද්‍යවරු කිව්වේ අත් සෝදාගන්න කියලා. ඒක සාමාන්‍ය උපදෙස් වගේ!,NORMAL
126,ඔයාගේ කතාව අහලා ඉන්න බැහැ—අඩුම තරමින් උත්සාහ කරන්න! ⚠️,HATE
127,රහසිගත report එකකට අනුව තේ කෝප්ප දෙකෙන් වයිරස් නාස්ති වෙලා තියෙනවා කියලා කියනවා 🫠,DISINFO
128,🫠 කෙනෙක් කිව්වා මේ තේ එකෙන් පරික්ෂණයකින් 99%ක් හොඳ වෙනවා කියලා කියලා; හැමෝම කියන නිසා සත්‍ය වෙයි වගේ!,DISINFO
129,"🙄 මේක ගැන රහසිගත report එකක් නෙවෙයි, සරල වාර්තාවක් විතරයි",NORMAL
130,ඒ වගේ අලස කෙනෙක්ට කතා කරලා වැඩක් නෑ ✅,HATE
131,දැන් ඉවරයි—ඔයාට ලජ්ජා නැද්ද? හිතාගෙන ඉන්න එපා?! 😅 news,HATE
132,මම ලෝක පුවත් ගැන ලිපියක් කියවලා සාරාංශයක් ලියලා තියාගත්තා. 😐 news,NORMAL
133,📌 පස්සේ ටිකක් පාඩම් කළා?!,NORMAL
134,🙄 ඔයාගේ වැඩේ හරිම අලසයි; හිතාගෙන ඉන්න එපා…,HATE
135,🤔 විද්‍යාඥයෝ මේක හංගනවාලු: ඉදිරියට දවස් 7ක් තුළ අනිවාර්යයෙන්ම ජාලය වැටෙනවා.,DISINFO
136,රහසිගත report එකකට අනුව ගුණාත්මක සුවඳ තෙල් වලින් ආරක්ෂාව 100% වෙලා තියෙනවා කියලා කියනවා?! 🤔,DISINFO
137,ඔයාගේ වැඩේ හරිම අලසයි; අඩුම තරමින් උත්සාහ කරන්න…,HATE
138,ඔය post එක share කරන්න කලින් source එක බලන්න ඕනේ කියලා මම හිතනවා… 😐,NORMAL
139,ඒ වගේ අහංකාර කෙනෙක්ට කතා කරලා වැඩක් නෑ ⚠️,HATE
140,අද මම කඩේට ගිහින් කෝපි එකක් අරගෙන ආවා 😐,NORMAL
141,✅ අදම share කරන්න: අලුත් vaccine එකෙන් මතකය මැකෙනවා කියලා report එකක් තියෙනවා කියලා 'proof' එක්ක post එකක් ගියා?!,DISINFO
142,ඒ කෙනාට නම් හරිම අඬාල ගතියක් තියෙන්නේ… 🙂,HATE
143,ඒ වගේ අහංකාර කෙනෙක්ට කතා කරලා වැඩක් නෑ! ✅,HATE
144,අද මම බස් ස්ටෑන්ඩ් එකට ගිහින් බිස්කට් අරගෙන ආවා! ⚠️,NORMAL
145,ඔයාලට කියන්න තියෙන්නේ එකයි—COVID එක 2 දවස්කින් පමණක් ඉවර කරන රහස් ක්‍රමයක් තියෙනවා. 📌,DISINFO
146,අපිට දැනගන්න ලැබුණේ බෙහෙත් නැතුවම 100% cure කියලා කියලා. නිකංම හිතන්න එපා… ✅,DISINFO
147,😐 ඒ වගේ අඬාල කෙනෙක්ට කතා කරලා වැඩක් නෑ?!,HATE
148,වෛද්‍යවරු කිව්වේ අත් සෝදාගන්න කියලා. ඒක සාමාන්‍ය උපදෙස් වගේ?! 🙄 news,NORMAL
149,ඔයා හරිම අකුරු නැති එකක්… 😅,HATE
150,පස්සේ ටිකක් සංගීතය අහලා කළා!! 🙂,NORMAL
151,ඔයා හරිම අනුකම්පාත්මක එකක්!! 📌,HATE
152,😶 අද කාලගුණය ටිකක් වෙනස්; වැස්සට ලඟයි වගේ,NORMAL
153,මම සමාජ මාධ්‍ය ගැන ලිපියක් කියවලා සාරාංශයක් ලියලා තියාගත්තා… ✅,NORMAL
154,🙄 අදම share කරන්න: mobile tower එකෙන් රෝගය එන්න හේතුව වෙනවාලු කියලා 'proof' එක්ක post එකක් ගියා!,DISINFO
155,අපි හෙට කැම්පස් එකට යන්න හිතාගෙන ඉන්නවා! 📰,NORMAL
156,⚠️ අදම share කරන්න: COVID එක 2 දවස්කින් පමණක් ඉවර කරන රහස් ක්‍රමයක් තියෙනවා කියලා 'proof' එක්ක post එකක් ගියා?!,DISINFO
157,රහසිගත report එකකට අනුව ලෙමන් ජූස් එකෙන් COVID cure වෙලා තියෙනවා කියලා කියනවා… 📌,DISINFO
158,ඒ වගේ අනුකම්පාත්මක කෙනෙක්ට කතා කරලා වැඩක් නෑ?! ✅,HATE
159,🙂 ඔයාගේ කතාව අහලා ඉන්න බැහැ—සිරාවටම අහන්න එපා!,HATE
160,🤔 මාධ්‍ය මේක හංගනවාලු: COVID එක 2 දවස්කින් පමණක් ඉවර කරන රහස් ක්‍රමයක් තියෙනවා.,DISINFO
161,මට හිතෙන්නේ මේ news එක බලලා ඉවර වෙලා fact-check කරන්න හොඳයි! ✅,NORMAL
162,රහසිගත report එකකට අනුව ගුණාත්මක සුවඳ තෙල් වලින් ආරක්ෂාව 100% වෙලා තියෙනවා කියලා කියනවා! 📌,DISINFO
163,ඔයා හරිම අනුකම්පාත්මක එකක් 😶,HATE
164,COVID ගැන අලුත්ම 'leak' එක: COVID එක 2 දවස්කින් පමණක් ඉවර කරන රහස් ක්‍රමයක් තියෙනවා!! 🤔,DISINFO
165,මාධ්‍ය මේක හංගනවාලු: මේ තේ එකෙන් පරික්ෂණයකින් 99%ක් හොඳ වෙනවා කියලා… 🙄,DISINFO
166,ඔයා හරිම අලස එකක්?! 🤔,HATE
167,ඔයා වගේ කෙනෙක් එක්ක වැඩ කරන්නේ දුෂ්කරයි!,HATE
168,දැන් ඉවරයි—ඔයාට ලජ්ජා නැද්ද? හිතාගෙන ඉන්න එපා?! 🙄,HATE
169,මාධ්‍ය මේක හංගනවාලු: mobile tower එකෙන් රෝගය එන්න හේතුව වෙනවාලු! 😅,DISINFO
170,දැන් ඉවරයි—ඔයාට ලජ්ජා නැද්ද? තේරුම් ගන්නකෝ?! 😅,HATE
171,මේක විශ්වාස කරන්න: COVID එක 2 දවස්කින් පමණක් ඉවර කරන රහස් ක්‍රමයක් තියෙනවා (source: anonymous) 🫠,DISINFO
172,⚠️ අපිට දැනගන්න ලැබුණේ පස්සේ දවස් 3න්ම ලොකු lockdown එකක් එනවාලු කියලා. නිකංම හිතන්න එපා!,DISINFO
173,මම අද class එකට log වෙලා notes ගත්තා… 😶,NORMAL
174,ඔයාගේ වැඩේ හරිම අලසයි; හිතාගෙන ඉන්න එපා?! 📰,HATE
175,COVID ගැන අලුත්ම 'leak' එක: ඉදිරියට දවස් 7ක් තුළ අනිවාර්යයෙන්ම ජාලය වැටෙනවා. 🫠,DISINFO
176,සර්කාරය මේක හංගනවාලු: අලුත් vaccine එකෙන් මතකය මැකෙනවා කියලා report එකක් තියෙනවා. 😅,DISINFO
177,ඒ වගේ අකුරු නැති කෙනෙක්ට කතා කරලා වැඩක් නෑ,HATE
178,ඔයාගේ වැඩේ හරිම අලසයි; තේරුම් ගන්නකෝ! ⚠️,HATE
179,මේක විශ්වාස කරන්න: අලුත් vaccine එකෙන් මතකය මැකෙනවා කියලා report එකක් තියෙනවා (source: anonymous)?! 🙂,DISINFO
180,🤔 ඔයා හරිම අහංකාර එකක්!!,HATE
181,දැන් ඉවරයි—ඔයාට ලජ්ජා නැද්ද? අඩුම තරමින් උත්සාහ කරන්න?! 🤔,HATE
182,කෙනෙක් කිව්වා අලුත් vaccine එකෙන් මතකය මැකෙනවා කියලා report එකක් තියෙනවා කියලා; හැමෝම කියන නිසා සත්‍ය වෙයි වගේ! 🫠,DISINFO
183,ඒ කෙනාට නම් හරිම අඬාල ගතියක් තියෙන්නේ 🫠,HATE
184,ඔය post එක share කරන්න කලින් source එක බලන්න ඕනේ කියලා මම හිතනවා?! 😅,NORMAL
185,ඔය post එක share කරන්න කලින් source එක බලන්න ඕනේ කියලා මම හිතනවා?! 🤔 update,NORMAL
186,🙄 ඔයා වගේ කෙනෙක් එක්ක වැඩ කරන්නේ දුෂ්කරයි?!,HATE
187,🙄 මේක විශ්වාස කරන්න: අලුත් vaccine එකෙන් මතකය මැකෙනවා කියලා report එකක් තියෙනවා (source: anonymous)…,DISINFO
188,🙂 ඒ වගේ අහංකාර කෙනෙක්ට කතා කරලා වැඩක් නෑ?! ok,HATE
189,"මගේ යාලුවා කියනවා මේ සතිය වැඩ වැඩියි කියලා, ඒක අසාධාරණ නැහැ වගේ. 🙄",NORMAL
190,තොරතුරු තහවුරු කිරීම ගැන අලුත්ම 'leak' එක: මේ තේ එකෙන් පරික්ෂණයකින් 99%ක් හොඳ වෙනවා කියලා?! 🫠,DISINFO
191,ඒ කෙනාට නම් හරිම අලස ගතියක් තියෙන්නේ?! 📌,HATE
192,මේක විශ්වාස කරන්න: COVID එක 2 දවස්කින් පමණක් ඉවර කරන රහස් ක්‍රමයක් තියෙනවා (source: anonymous).,DISINFO
193,අපිට දැනගන්න ලැබුණේ පස්සේ දවස් 3න්ම ලොකු lockdown එකක් එනවාලු කියලා. නිකංම හිතන්න එපා!! 🫠,DISINFO
194,මේක විශ්වාස කරන්න: ඉදිරියට දවස් 7ක් තුළ අනිවාර්යයෙන්ම ජාලය වැටෙනවා (source: anonymous). 🙂,DISINFO
195,"අනේ මචං, ඔයා බූරුවා නෙවෙයිද…",HATE
196,ඔයා හරිම අනුකම්පාත්මක එකක්!! ⚠️,HATE
197,😐 ඔයාලට කියන්න තියෙන්නේ එකයි—mobile tower එකෙන් රෝගය එන්න හේතුව වෙනවාලු!,DISINFO
198,අද මම කඩේට ගිහින් බත් පැකට් එකක් අරගෙන ආවා 🙂,NORMAL
199,"අනේ මචං, ඔයා අකුරු නැති නෙවෙයිද?! 🤔",HATE
200,AI ගැන අලුත්ම 'leak' එක: අලුත් vaccine එකෙන් මතකය මැකෙනවා කියලා report එකක් තියෙනවා. 📰,DISINFO
201,ඔයාගේ කතාව අහලා ඉන්න බැහැ—සිරාවටම අහන්න එපා!! 📌,HATE
202,✅ ඔයා වගේ කෙනෙක් එක්ක වැඩ කරන්නේ දුෂ්කරයි,HATE
203,⚠️ අපිට දැනගන්න ලැබුණේ රට පුරා ලක්ෂ 5ක් දවසකින්ම අසනීප වෙලා තියෙනවාලු කියලා. නිකංම හිතන්න එපා…,DISINFO
204,අපි හෙට බයික් එකෙන් වටේ යන්න යන්න හිතාගෙන ඉන්නවා… ⚠️,NORMAL
205,වෛද්‍යවරු කිව්වේ ජලය හොඳට බොන්න කියලා. ඒක සාමාන්‍ය උපදෙස් වගේ 😅,NORMAL
206,"අනේ මචං, ඔයා අඬාල නෙවෙයිද?! ⚠️",HATE
207,ඔයා හරිම අහංකාර එකක්! 🙄,HATE
208,⚠️ පෝෂණය ගැන අලුත්ම 'leak' එක: මේ තේ එකෙන් පරික්ෂණයකින් 99%ක් හොඳ වෙනවා කියලා!!,DISINFO
209,"🙄 අනේ මචං, ඔයා අලස නෙවෙයිද?!",HATE
210,අදම share කරන්න: අලුත් vaccine එකෙන් මතකය මැකෙනවා කියලා report එකක් තියෙනවා කියලා 'proof' එක්ක post එකක් ගියා?! 🙄,DISINFO
211,ඔයාගේ කතාව අහලා ඉන්න බැහැ—අඩුම තරමින් උත්සාහ කරන්න! 🤔,HATE
212,📰 අදම share කරන්න: ඉදිරියට දවස් 7ක් තුළ අනිවාර්යයෙන්ම ජාලය වැටෙනවා කියලා 'proof' එක්ක post එකක් ගියා?!,DISINFO
213,"අනේ මචං, ඔයා අකුරු නැති නෙවෙයිද. 🙄 bro",HATE
214,අපිට දැනගන්න ලැබුණේ පස්සේ දවස් 3න්ම ලොකු lockdown එකක් එනවාලු කියලා. නිකංම හිතන්න එපා. 🫠,DISINFO
215,සර්කාරය මේක හංගනවාලු: අලුත් vaccine එකෙන් මතකය මැකෙනවා කියලා report එකක් තියෙනවා…,DISINFO
216,මේක විශ්වාස කරන්න: mobile tower එකෙන් රෝගය එන්න හේතුව වෙනවාලු (source: anonymous) 🫠 source,DISINFO
217,දැන් ඉවරයි—ඔයාට ලජ්ජා නැද්ද? හිතාගෙන ඉන්න එපා?! 📰 bro,HATE
218,ඔයාගේ වැඩේ හරිම අලසයි; තේරුම් ගන්නකෝ 😶,HATE
219,⚠️ පස්සේ ටිකක් ගෙදර වැඩ කළා.,NORMAL
220,ඔයාලට කියන්න තියෙන්නේ එකයි—අලුත් vaccine එකෙන් මතකය මැකෙනවා කියලා report එකක් තියෙනවා. 🤔,DISINFO
