Comment ID,Video ID,Author,Likes,Original Comment,Cleaned Comment,Label,Hate,Disinfo,Normal,Hate Words,Processed At
Ugw3rZjlmKrXB_6qOMV4AaABAg,1,User_435659,0,"ගරු ඇමැති තුමා පිස්සු බල්ලන්ට ඕනී බෙහෙත දෙන්න නැතිනම් රටේම ඉන්නා මිනිස්සුන්ව හපා කාලා මිනිස්සුන්ටත් පිස්සු බලු රෝගය හැදෙයි 
මාලිමාවට ජයවේවා මාලිමාවට ජයවේවා මාලිමාවට ජයවේවා මාලිමාවට ජයවේවා මාලිමාවට ජයවේවා මාලිමාවට ජයවේවා මාලිමාවට ජයවේවා මාලිමාවට ජයවේවා මාලිමාවට ජයවේවා 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏",ගරු ඇමැති තුමා පිස්සු බල්ලන්ට ඕනී බෙහෙත දෙන්න නැතිනම් රටේම ඉන්නා මිනිස්සුන්ව හපා කාලා මිනිස්සුන්ටත් පිස්සු බලු රෝගය හැදෙයි මාලිමාවට ජයවේවා මාලිමාවට ජයවේවා මාලිමාවට ජයවේවා මාලිමාවට ජයවේවා මාලිමාවට ජයවේවා මාලිමාවට ජයවේවා මාලිමාවට ජයවේවා මාලිමාවට ජයවේවා මාලිමාවට ජයවේවා,HATE,1,0,0,"දෙන්න, බලු",2026-03-08T05:46:58.815957
UgwekzXgSdf7V-qFzHN4AaABAg,1,User_3DEC70,0,Where is namal coming from.the man WHO was Not selected😮,Where is namal coming fromthe man WHO was Not selected,NORMAL,0,0,1,,2026-03-08T05:46:58.986261
UgwyIP_pqwrgbTEkuC94AaABAg,1,User_B225B7,0,Namolayo  belle  waladaganin  oaya   sataken,Namolayo belle waladaganin oaya sataken,NORMAL,0,0,1,,2026-03-08T05:46:59.201513
UgwznEIo2agezG7RJ_54AaABAg,1,User_38DD9F,0,නෑමොලයෝ උඹ මොනතරම් කයිවාරු ගැහුවත් උඹලට ආත්මයක් නැහැ.උඹට ලබන සැරේ ලිස්ට් එකෙන්වත් එන්න නම් ලැබෙන්නේ නැහැ.,නෑමොලයෝ උඹ මොනතරම් කයිවාරු ගැහුවත් උඹලට ආත්මයක් නැහැඋඹට ලබන සැරේ ලිස්ට් එකෙන්වත් එන්න නම් ලැබෙන්නේ නැහැ,NORMAL,0,0,1,,2026-03-08T05:46:59.443298
UgyWfrSMOCFFJK-2PS94AaABAg,1,User_008B25,0,පලිගැනීම ආරම්භ වේ😂😂😂,පලිගැනීම ආරම්භ වේ,NORMAL,0,0,1,,2026-03-08T05:46:59.558590
Ugys2OccbUox08Y_l8B4AaABAg,1,User_DE4C42,0,දරාගන්න බැරි ඊර්ෂ්‍යාව  මූට තියෙනෙ නිදහස් උලෙල හරිම චාම් වෙඩිසද්දෙන් අභිමානයවත් සමරන්න එපා එපා එපා  ලංකාවට ඕනේ නෑ වෙඩි සද්දවත් වෙඩි උන්ඩවත් තුවක්කු බෝම්බ ලංකාවට එපා එපා එපා,දරාගන්න බැරි ඊර්ෂ්යාව මූට තියෙනෙ නිදහස් උලෙල හරිම චාම් වෙඩිසද්දෙන් අභිමානයවත් සමරන්න එපා එපා එපා ලංකාවට ඕනේ නෑ වෙඩි සද්දවත් වෙඩි උන්ඩවත් තුවක්කු බෝම්බ ලංකාවට එපා එපා එපා,NORMAL,0,0,1,,2026-03-08T05:46:59.976381
UgygOZ8hCmZn21RU81B4AaABAg,1,User_FD68DF,0,මහ මොඩයෙක්,මහ මොඩයෙක්,NORMAL,0,0,1,,2026-03-08T05:47:00.138477
UgwlswP9uE5ce28UZ3l4AaABAg,1,User_4AA397,0,"අඩෝ....gym ගිහිල්ලා අතපුම්බ ගතට ඔළුව ඇතුළ හිස් නං....😂.
තණකොළ කන කේප වස්සෙක් වගේ....!!! කැවටකින් තලලා ඕන ඉස්සරහට දක්කන්න... මොලේ නෑ. කන්න විතරයි පුළුවන්",අඩෝgym ගිහිල්ලා අතපුම්බ ගතට ඔළුව ඇතුළ හිස් නං තණකොළ කන කේප වස්සෙක් වගේ කැවටකින් තලලා ඕන ඉස්සරහට දක්කන්න මොලේ නෑ කන්න විතරයි පුළුවන්,HATE,1,0,0,"ගිහිල්ලා, කන, වගේ, ඕන, මොලේ, නෑ",2026-03-08T05:47:01.228318
UgxNjoPSQU-ZTCN2SZ14AaABAg,1,User_DFDA60,0,ඉන්දියාවේ හිඟන්නාගෙනුත් බත් කන්න වැඩේ කරපු එව්ං කියන කතා,ඉන්දියාවේ හිඟන්නාගෙනුත් බත් කන්න වැඩේ කරපු එව්ං කියන කතා,NORMAL,0,0,1,,2026-03-08T05:47:01.610542
Ugz-P9Pyl1ku0y0ooZJ4AaABAg,1,User_85F97B,0,Super 👍 speech ❤❤,Super speech,NORMAL,0,0,1,,2026-03-08T05:47:01.827939
Ugze_CbgZ-ajWrDQjZp4AaABAg,1,User_85F97B,0,Nemolaya pissek uoo kalakanniya,Nemolaya pissek uoo kalakanniya,HATE,1,0,0,kalakanniya,2026-03-08T05:47:02.269555
UgzOQua9YRnJRU37R8R4AaABAg,1,User_041610,0,පෞරුෂය pennala mahindaya ratama kala demma.,පෞරුෂය pennala mahindaya ratama kala demma,NORMAL,0,0,1,,2026-03-08T05:47:02.488241
Ugw5I0A_ct2aT1GdI8l4AaABAg,1,User_37D96E,0,මිනිසාගෙ.ජීවිත.නසන.ආයුද.මේව.පාවිච්චිකරලා.ලෙගාගත්ත.අය.,මිනිසාගෙජීවිතනසනආයුදමේවපාවිච්චිකරලාලෙගාගත්තඅය,NORMAL,0,0,1,,2026-03-08T05:47:02.708888
Ugyy4UzIShwYWxEfCbp4AaABAg,1,User_1F24DF,0,ඔයාලගෙ අන්ඩුවහොඳයි පහළ පන්තියට නීති  වැඩ්‍,ඔයාලගෙ අන්ඩුවහොඳයි පහළ පන්තියට නීති වැඩ්,NORMAL,0,0,1,,2026-03-08T05:47:02.984755
UgwKazs0oMTRFxYYOtJ4AaABAg,1,User_5F628B,0,Urge Jawaya Laura's syndrome thamai baby 100k vitharai aran higannagedeth kala rate janathawta higannagedeth karapu eka,Urge Jawaya Lauras syndrome thamai baby 100k vitharai aran higannagedeth kala rate janathawta higannagedeth karapu eka,DISINFO,0,1,0,,2026-03-08T05:47:03.287223
Ugx9-faVWi__-BduAtB4AaABAg,1,User_3EB9A9,0,"මේ ගොං රාජපක්ෂ පුත්‍රයා ඉන්නේ ජනාධිපති හීනේ. මුංට තෙරෙන්නේ නැද්ද, මේ ජනාධිපතිවරයා මන්ත්‍රීවරු 159 තෝර ගත්තේ ජනතාව කියලා. මුංටත් හොර නඩයක් ඉන්නව.ඒ හොර නඩය තමයි හොරු අත්අඩංගුවට ගත්ත ගමන් ඇවිල්ලා උද්ඝෝෂණය කරන්නේ. තව දෙයක් අනාගත තරුණ පරපුර අධ්‍යාපනයෙන් ඉහලයි. බුද්ධියෙන් ඉහලයි. දැනුමෙන් ඉහලයි. මේ විදිහට ගියොත් තවදුරටත් බලයේ ඉන්න බැරි වෙන බව දැනගත්ත තිරිසන් මජර රාජපක්ෂ නඩය කලේ කුඩු අයිස් වලින් ස්වයංපෝෂිත තරුණ පරපුරක් බිහිකලා. උන්ගේ පැවැත්ම වෙනුවෙන් ඕනෑම ජඩ වැඩක් අජූත මජර වැඩක් කරන්න උන් දෙසරයක් හිතන මිනිස්සු නෙමෙයි",මේ ගොං රාජපක්ෂ පුත්රයා ඉන්නේ ජනාධිපති හීනේ මුංට තෙරෙන්නේ නැද්ද මේ ජනාධිපතිවරයා මන්ත්රීවරු 159 තෝර ගත්තේ ජනතාව කියලා මුංටත් හොර නඩයක් ඉන්නවඒ හොර නඩය තමයි හොරු අත්අඩංගුවට ගත්ත ගමන් ඇවිල්ලා උද්ඝෝෂණය කරන්නේ තව දෙයක් අනාගත තරුණ පරපුර අධ්යාපනයෙන් ඉහලයි බුද්ධියෙන් ඉහලයි දැනුමෙන් ඉහලයි මේ විදිහට ගියොත් තවදුරටත් බලයේ ඉන්න බැරි වෙන බව දැනගත්ත තිරිසන් මජර රාජපක්ෂ නඩය කලේ කුඩු අයිස් වලින් ස්වයංපෝෂිත තරුණ පරපුරක් බිහිකලා උන්ගේ පැවැත්ම වෙනුවෙන් ඕනෑම ජඩ වැඩක් අජූත මජර වැඩක් කරන්න උන් දෙසරයක් හිතන මිනිස්සු නෙමෙයි,NORMAL,0,0,1,,2026-03-08T05:47:04.415380
UgwNJLA7XvLlL0s0K0t4AaABAg,1,User_098844,2,නෑ මොලයට වැඩි කාලයක් උඩ පනින්න දෙන්න එපා,නෑ මොලයට වැඩි කාලයක් උඩ පනින්න දෙන්න එපා,NORMAL,0,0,1,,2026-03-08T05:47:05.057689
Ugx_wTMrMDqo1N06WZF4AaABAg,1,User_C4CD27,0,Na moleta dunna badayanna,Na moleta dunna badayanna,NORMAL,0,0,1,,2026-03-08T05:47:06.061630
