post_id,text,tokens,rationales,label,hate word,Hate
9.44607e+17,@USER ජාකෝලිස් හදපු නැකතක් කොහෙද ලේසියෙන් වරදින්නෙ   දැන් චුට්ටකට කලින් ඒ කෑල්ල බැලුවේ,@USER ජාකෝලිස් හදපු නැකතක් කොහෙද ලේසියෙන් වරදින්නෙ දැන් චුට්ටකට කලින් ඒ කෑල්ල බැලුවේ,[],NOT,[],0
1.38921e+18,ඔයාගෙ යෝනිය ගැන මං දන්නෑ.. හැබැයි මේ කරන කැත වැඩේට අහු උනොත් ගුද මාර්ගෙනම් පලනවා අම්මපා..fuk _Heshu_ @USER  · 3 May 2021 හායි guys කොහොමද ඔයාලට.. බලමු මගේ යෝනියට කරන්න පුලුවන් දේවල් මොනාද කියලා,ඔයාගෙ යෝනිය ගැන මං දන්නෑ . . හැබැයි මේ කරන කැත වැඩේට අහු උනොත් ගුද මාර්ගෙනම් පලනවා අම්මපා. . fuk _Heshu_ @USER 3 May 2021 හායි guys කොහොමද ඔයාලට . . බලමු මගේ යෝනියට කරන්න පුලුවන් දේවල් මොනාද කියලා,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",OFF,"['ගුද', 'මාර්ගෙනම්', 'පලනවා']",1
1.18885e+18,@USER අනේ මේ පයිය.කට වහන් හිටු,@USER අනේ මේ පයිය . කට වහන් හිටු,"[0, 0, 0, 1, 0, 0, 0, 0]",OFF,['පයිය'],1
1.13738e+18,@USER  @USER ෆෝන් එක ඔබ ඔබා ඉන්නෙ නැති එකක් දැක්කමද මංදා. ඒකෙත් පස්ස පේන්නෙ.,@USER @USER ෆෝන් එක ඔබ ඔබා ඉන්නෙ නැති එකක් දැක්කමද මංදා . ඒකෙත් පස්ස පේන්නෙ .,[],NOT,[],0
1.13337e+18,"නෙදකින්, මේ වගේ පොන්න නායකයෝ මේ රට පාලනය කරන කාලෙම අපිටත් ඉන්න උනානේ.   කොහොමද අන්තවාදී බල්ලොන්ට, තියන බය, දෙන සැලකිල්ල ? #lka Dinuk @USER  · 28 May 2019 නැගෙනහිර පළාත් ආණ්ඩුකාර එම්.එල්.ඒ.එම් හිස්බුල්ලා ත්‍රිකුණාමලය,මඩකලපුව හා අම්පාර යන දිස්ත්‍රික්කයන්හි දිස්ත්‍රික් සම්බන්ධිකරණ කමිටුවල සම සභාපතිවරයා ලෙස ජනාධිපති මෛත්‍රිපාල සිරිසේන මහතා විසින් පත්කරණු ලැබ තිබෙනවා. #SriLanka #lka","නෙදකින් , මේ වගේ පොන්න නායකයෝ මේ රට පාලනය කරන කාලෙම අපිටත් ඉන්න උනානේ . කොහොමද අන්තවාදී බල්ලොන්ට , තියන බය , දෙන සැලකිල්ල ? # lka Dinuk @USER 28 May 2019 නැගෙනහිර පළාත් ආණ්ඩුකාර එම්.එල්.ඒ.එම් හිස්බුල්ලා ත්‍රිකුණාමලය , මඩකලපුව හා අම්පාර යන දිස්ත්‍රික්කයන්හි දිස්ත්‍රික් සම්බන්ධිකරණ කමිටුවල සම සභාපතිවරයා ලෙස ජනාධිපති මෛත්‍රිපාල සිරිසේන මහතා විසින් පත්කරණු ලැබ තිබෙනවා . # SriLanka # lka","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",OFF,"['පොන්න', 'නායකයෝ', 'අන්තවාදී', 'බල්ලොන්ට']",1
1.19721e+18,සුනිල්ටයි අම්මටයි පට්ට මහන්සි ඇති නේ ... පඩිපෙල්ම කීයක් නැගගද?,සුනිල්ටයි අම්මටයි පට්ට මහන්සි ඇති නේ . . . පඩිපෙල්ම කීයක් නැගගද ?,[],NOT,[],0
1.16451e+18,පුක කියන්නෙත් හොද මාර්කටින් ස්ට්‍රැජික් එකක් තමයි,පුක කියන්නෙත් හොද මාර්කටින් ස්ට්‍රැජික් එකක් තමයි,"[1, 0, 0, 0, 0, 0, 0]",OFF,['පුක'],1
1.14097e+18,@USER ඔයින් මොගන්  යකෝ ඌ දැක්කා නම් අපරාදේ 148 ගැහුවේ කියලා හිතෙයි...,@USER ඔයින් මොගන් යකෝ ඌ දැක්කා නම් අපරාදේ 148 ගැහුවේ කියලා හිතෙයි . . .,[],NOT,[],0
1.30412e+18,"දුලාජ්ගෙ කඩ්ඩ තමා කඩ්ඩ. එ්ක වලියකට, අාතල් එකකට, සිරා කේස් එකකට, ඔ්න මඟුලකට ගැලපෙනවා අයිසෙ  @USER  ගේ කඩ්ඩ #appreciationtweet","දුලාජ්ගෙ කඩ්ඩ තමා කඩ්ඩ . එ්ක වලියකට , අාතල් එකකට , සිරා කේස් එකකට , ඔ්න මඟුලකට ගැලපෙනවා අයිසෙ @USER ගේ කඩ්ඩ # appreciationtweet",[],NOT,[],0
1.08976e+18,@USER ඩාලින් මම ඔයාටත් ෆේස් ස්ක්‍රබ් එකක් අරම් දෙන්නම් දත් මදින්න.,@USER ඩාලින් මම ඔයාටත් ෆේස් ස්ක්‍රබ් එකක් අරම් දෙන්නම් දත් මදින්න .,[],NOT,[],0
1.34393e+18,@USER ඔයාලටත් ඕක තමා ලොකුවට පේන්නෙ. ඔය නිව්ස් එක telecast කරනවනම් රෙදි නැතුව කියන්න.,@USER ඔයාලටත් ඕක තමා ලොකුවට පේන්නෙ . ඔය නිව්ස් එක telecast කරනවනම් රෙදි නැතුව කියන්න .,[],NOT,[],0
6.28193e+17,කුරුණෑගල මහිංද රාජපක්ශ කාර්යාලය තුලදී පිස්තෝලයක් සමග හමු වූ සැක කටයුතු පුත්ගලයා පිලිඹද තොරතුරු කු/ගල පොලිසියට වාර්ථාවී නැත. එහෙත් එම 1/2,කුරුණෑගල මහිංද රාජපක්ශ කාර්යාලය තුලදී පිස්තෝලයක් සමග හමු වූ සැක කටයුතු පුත්ගලයා පිලිඹද තොරතුරු කු / ගල පොලිසියට වාර්ථාවී නැත . එහෙත් එම 1 / 2,[],NOT,[],0
8.68589e+17,ඈත්ත කියනකොට මලපනිනවා නේද ප්‍රිසෙන්ටර් පකෝ URL,ඈත්ත කියනකොට මලපනිනවා නේද ප්‍රිසෙන්ටර් පකෝ URL,"[0, 0, 0, 0, 0, 1, 0]",OFF,['පකෝ'],1
9.34753e+17,@USER නෑ අපෙ ගමෙ පංසලෙන්...ගෙනත්  දාල ඉතුරු උනු ස්වීට් ලොං ලස් බැල්ලි පැට්ටියෙක්...,@USER නෑ අපෙ ගමෙ පංසලෙන් . . . ගෙනත් දාල ඉතුරු උනු ස්වීට් ලොං ලස් බැල්ලි පැට්ටියෙක් . . .,[],NOT,[],0
1.05175e+18,80.  නොදකින්  IMDb ratings තිබ්බට මට නම් මේක සෙට් නෑ .. අමු ගොබ්බයි  — watching Moana,80. නොදකින් IMDb ratings තිබ්බට මට නම් මේක සෙට් නෑ . . අමු ගොබ්බයි — watching Moana,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",OFF,"['නොදකින්', 'අමු', 'ගොබ්බයි']",1
1.19405e+18,@USER මේවා කාගෙ එකවුන්ට් එකටද දාන්නෙ,@USER මේවා කාගෙ එකවුන්ට් එකටද දාන්නෙ,[],NOT,[],0
8.78205e+17,අපේ බල්ලා ජාත්‍යන්තරයට ගොස් ට්‍රෙන්ඩ් වූ වගයි  #apeballa,අපේ බල්ලා ජාත්‍යන්තරයට ගොස් ට්‍රෙන්ඩ් වූ වගයි # apeballa,[],NOT,[],0
1.12069e+18,@USER බුර්කාව ඉවත් කරන්නට කලින් දේශීය අන්තවාදීන්ට පණ පොවන දේශපාලන නරින්ගේ බැටලු හම ඉවත් කල යුතුයි,@USER බුර්කාව ඉවත් කරන්නට කලින් දේශීය අන්තවාදීන්ට පණ පොවන දේශපාලන නරින්ගේ බැටලු හම ඉවත් කල යුතුයි,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",OFF,"['අන්තවාදීන්ට', 'නරින්ගේ']",1
1.18397e+18,@USER අනේ පලයං පකෝ යන්න ගෝඨාභය ජනාධිපති උනාම උබ කොරයි  fb. ට්විටර් එකෙනුයි අපි දන්නවා ජෙප්පොන් හැටී අමුඩ ගහගෙනත් කොලබ ආවේ රනිල් ආවාම සද්ද නැතුව ඉන්න ලැට් එකේදි සල්ලි ගත්තේ තොපි නැත්නම් මෙරට මෙලහකට දියුණු රටක් කිසිම ආන්ඩුව වකට කරන්න දෙන්නේ නෑ රනිල් කපටි නිසා සල්ලි වලන් නීෂ්ශබ්ද කලා,@USER අනේ පලයං පකෝ යන්න ගෝඨාභය ජනාධිපති උනාම උබ කොරයි fb . ට්විටර් එකෙනුයි අපි දන්නවා ජෙප්පොන් හැටී අමුඩ ගහගෙනත් කොලබ ආවේ රනිල් ආවාම සද්ද නැතුව ඉන්න ලැට් එකේදි සල්ලි ගත්තේ තොපි නැත්නම් මෙරට මෙලහකට දියුණු රටක් කිසිම ආන්ඩුව වකට කරන්න දෙන්නේ නෑ රනිල් කපටි නිසා සල්ලි වලන් නීෂ්ශබ්ද කලා,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",OFF,"['පලයං', 'පකෝ', 'තොපි']",1
6.18127e+17,රෑට නින්දයන්නේ නෑ උදේට ඇහැරෙන්න බෑ.. මොන රෙද්දක්ද යකෝ මේක ?,රෑට නින්දයන්නේ නෑ උදේට ඇහැරෙන්න බෑ . . මොන රෙද්දක්ද යකෝ මේක ?,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",OFF,['රෙද්දක්ද'],1
1.03437e+18,යකාගෙ ටෙස්ට් යකෝ මෙව්වා ඊයේ රෑ 8ට කාලා අද දවල් 1වෙන්කන් වතුර උගුරක් නැතුව තියා ගත්තා මාව වෙව්ලුව විතරයි මතක අන්ට්ජිමට කලන්තෙ හැදිලා දැන් තමා මේ සිහිය ඇවිත් ජූස් එකක් බීල බත් ටිකක් කෑවෙ.......ඇගට පන නෑ,යකාගෙ ටෙස්ට් යකෝ මෙව්වා ඊයේ රෑ 8ට කාලා අද දවල් 1වෙන්කන් වතුර උගුරක් නැතුව තියා ගත්තා මාව වෙව්ලුව විතරයි මතක අන්ට්ජිමට කලන්තෙ හැදිලා දැන් තමා මේ සිහිය ඇවිත් ජූස් එකක් බීල බත් ටිකක් කෑවෙ . . . . . . . ඇගට පන නෑ,[],NOT,[],0
1.2711e+18,"ඉතින් කොහොමද කියපල්ලකෝ කෙල්ලෝ විස්වාස කරන්නේ.  යකෝ එච්චර උදව් කරපු, එච්චර තමන්ට ආදරේ කරපු කොල්ලව මරවන්න තරම් මේ ගෑණි කොච්චර පාහරයිද.  මම මේ වගේ සීන් එකක් දැකලා තියනවා මම ඉස්සරහම මගේ යාලුවගේ කෙල්ල ඒකී ලව් කරපු හොර කොල්ලාට කියලා ඌට ගැස්සුවා. මමයි බේර ගත්තේ. නොදකින් මෙහෙම උන් නම්","ඉතින් කොහොමද කියපල්ලකෝ කෙල්ලෝ විස්වාස කරන්නේ . යකෝ එච්චර උදව් කරපු , එච්චර තමන්ට ආදරේ කරපු කොල්ලව මරවන්න තරම් මේ ගෑණි කොච්චර පාහරයිද . මම මේ වගේ සීන් එකක් දැකලා තියනවා මම ඉස්සරහම මගේ යාලුවගේ කෙල්ල ඒකී ලව් කරපු හොර කොල්ලාට කියලා ඌට ගැස්සුවා . මමයි බේර ගත්තේ . නොදකින් මෙහෙම උන් නම්","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",OFF,"['පාහරයිද', 'නොදකින්']",1
7.51723e+17,"ඒකි මට බූට තිවුව කාලෙ ඉදලම ලංකාවෙ ටීම් එකටත් හෙනහුරා..සංගා මහෙල රිටයර් උනා,වර්ල්ඩ් කප් ෆයිනල් නෑවිත් කෑව..කනව කනව... URL","ඒකි මට බූට තිවුව කාලෙ ඉදලම ලංකාවෙ ටීම් එකටත් හෙනහුරා . . සංගා මහෙල රිටයර් උනා , වර්ල්ඩ් කප් ෆයිනල් නෑවිත් කෑව. . කනව කනව. . . URL",[],NOT,[],0
1.44317e+18,@USER පුංචි අපෙනුත් සුභ පැතුම !!,@USER පුංචි අපෙනුත් සුභ පැතුම ! !,[],NOT,[],0
